﻿Daily Discharge (m3/s) (PARAM = 1) ,,,,,,,,,,,,,,,,
 ID,PARAM,TYPE,YEAR,DD,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
02GA016,1,1,2023,14,5.7,14.8,3.95,6.81,4.38,2.92,37.9,6.14,5.13,3.82,2.77,7.03
02GA016,1,1,2023,15,5.66,14.9,3.98,6.76,4.38,2.94,36.2,6.14,5.16,3.87,2.77,4.91
02GA016,1,1,2023,16,4.25,17.7,3.91,6.76,4.37,2.95,20.6,6.14,5.16,3.18,2.81,4.88
02GA016,1,1,2023,17,3.55,20.2,3.97,6.78,4.36,3.06,7.36,6.15,5.21,2.79,3.01,4.91
02GA016,1,1,2023,18,3.54,16.8,3.95,6.75,4.38,3.18,5.99,6.12,5.06,2.78,2.77,4.91
02GA016,1,1,2023,19,3.54,14.9,3.92,6.69,4.4,3.42,7,6.07,5.03,2.82,2.81,4.92
02GA016,1,1,2023,20,3.5,14.8,3.89,6.67,3.43,3.62,6.59,6.18,5.03,2.88,2.83,4.94
02GA016,1,1,2023,21,3.21,13.9,3.84,6.69,3.05,3.76,6.11,6.14,5.05,2.87,2.84,4.95
02GA016,1,1,2023,22,3.01,11,3.87,6.72,3.05,3.97,6.15,6.14,5.07,2.89,2.84,4.95
02GA016,1,1,2023,23,3.01,7.32,3.9,13.9,3.05,4.09,6.19,6.18,5.1,2.92,2.85,4.95
02GA016,1,1,2023,24,3.04,5.65,3.82,20.5,3.01,4.07,6.25,6.14,5,2.87,2.85,4.95
02GA016,1,1,2023,25,2.97,5.66,4.95,24.7,2.95,3.75,6.3,4.98,4.96,2.81,2.86,4.95
02GA016,1,1,2023,26,2.96,5.68,23.8,19.4,2.96,3.6,6.38,4.65,5.03,2.85,2.85,4.98
02GA016,1,1,2023,27,2.98,5.59,58.6,8.32,2.98,6.43,6.44,4.7,5.07,2.86,2.86,9.33
02GA016,1,1,2023,28,2.98,5.57,77.4,4.69,2.99,10.4,6.49,5.57,5.12,2.85,2.84,28.3
02GA016,1,1,2023,29,2.96,,77.9,4.69,3.15,9.26,6.4,6.05,5.16,2.84,2.81,31.6
02GA016,1,1,2023,30,2.97,,60.6,5.78,3.34,4.78,5.24,6.09,5.18,2.86,2.77,29
02GA016,1,1,2023,31,2.99,,39.9,,3.39,,4.75,6.02,,2.88,,28.1
