True Cost 	Penalty 	Adjusted Cost
2.738680E+01	0.000000E+00	2.738680E+01
2.309990E+01	0.000000E+00	2.309990E+01
1.430060E+01	0.000000E+00	1.430060E+01
2.726570E+01	0.000000E+00	2.726570E+01
2.740110E+01	0.000000E+00	2.740110E+01
4.153320E+01	0.000000E+00	4.153320E+01
2.738680E+01	0.000000E+00	2.738680E+01
2.959900E+01	0.000000E+00	2.959900E+01
2.738730E+01	0.000000E+00	2.738730E+01
2.742340E+01	0.000000E+00	2.742340E+01
3.298070E+01	0.000000E+00	3.298070E+01
2.741150E+01	0.000000E+00	2.741150E+01
2.778580E+01	0.000000E+00	2.778580E+01
3.454720E+01	0.000000E+00	3.454720E+01
3.454720E+01	0.000000E+00	3.454720E+01
