True Cost 	Penalty 	Adjusted Cost
1.400610E+01	0.000000E+00	1.400610E+01
1.422150E+01	0.000000E+00	1.422150E+01
1.381160E+01	0.000000E+00	1.381160E+01
1.376830E+01	0.000000E+00	1.376830E+01
1.381160E+01	0.000000E+00	1.381160E+01
1.366080E+01	0.000000E+00	1.366080E+01
1.364730E+01	0.000000E+00	1.364730E+01
1.365150E+01	0.000000E+00	1.365150E+01
1.375590E+01	0.000000E+00	1.375590E+01
1.365080E+01	0.000000E+00	1.365080E+01
1.375570E+01	0.000000E+00	1.375570E+01
1.364640E+01	0.000000E+00	1.364640E+01
1.363790E+01	0.000000E+00	1.363790E+01
1.367270E+01	0.000000E+00	1.367270E+01
1.385290E+01	0.000000E+00	1.385290E+01
1.363800E+01	0.000000E+00	1.363800E+01
1.364180E+01	0.000000E+00	1.364180E+01
1.364170E+01	0.000000E+00	1.364170E+01
1.364190E+01	0.000000E+00	1.364190E+01
1.376590E+01	0.000000E+00	1.376590E+01
1.366100E+01	0.000000E+00	1.366100E+01
1.400830E+01	0.000000E+00	1.400830E+01
1.396120E+01	0.000000E+00	1.396120E+01
1.380720E+01	0.000000E+00	1.380720E+01
1.371930E+01	0.000000E+00	1.371930E+01
1.371260E+01	0.000000E+00	1.371260E+01
1.371260E+01	0.000000E+00	1.371260E+01
1.798710E+01	0.000000E+00	1.798710E+01
1.392690E+01	0.000000E+00	1.392690E+01
1.371260E+01	0.000000E+00	1.371260E+01
1.358940E+01	0.000000E+00	1.358940E+01
1.360320E+01	0.000000E+00	1.360320E+01
1.358940E+01	0.000000E+00	1.358940E+01
1.360700E+01	0.000000E+00	1.360700E+01
1.358950E+01	0.000000E+00	1.358950E+01
1.358950E+01	0.000000E+00	1.358950E+01
1.375180E+01	0.000000E+00	1.375180E+01
1.378400E+01	0.000000E+00	1.378400E+01
1.380250E+01	0.000000E+00	1.380250E+01
1.372720E+01	0.000000E+00	1.372720E+01
1.410650E+01	0.000000E+00	1.410650E+01
1.383050E+01	0.000000E+00	1.383050E+01
1.387980E+01	0.000000E+00	1.387980E+01
1.372660E+01	0.000000E+00	1.372660E+01
1.356160E+01	0.000000E+00	1.356160E+01
1.356110E+01	0.000000E+00	1.356110E+01
1.358130E+01	0.000000E+00	1.358130E+01
1.410630E+01	0.000000E+00	1.410630E+01
1.357100E+01	0.000000E+00	1.357100E+01
1.379680E+01	0.000000E+00	1.379680E+01
1.682430E+01	0.000000E+00	1.682430E+01
1.357140E+01	0.000000E+00	1.357140E+01
1.619060E+01	0.000000E+00	1.619060E+01
1.357130E+01	0.000000E+00	1.357130E+01
1.392910E+01	0.000000E+00	1.392910E+01
1.372230E+01	0.000000E+00	1.372230E+01
1.390060E+01	0.000000E+00	1.390060E+01
1.373170E+01	0.000000E+00	1.373170E+01
1.446870E+01	0.000000E+00	1.446870E+01
1.357140E+01	0.000000E+00	1.357140E+01
1.358300E+01	0.000000E+00	1.358300E+01
1.357210E+01	0.000000E+00	1.357210E+01
1.385370E+01	0.000000E+00	1.385370E+01
1.376660E+01	0.000000E+00	1.376660E+01
1.370390E+01	0.000000E+00	1.370390E+01
1.380880E+01	0.000000E+00	1.380880E+01
1.342540E+01	0.000000E+00	1.342540E+01
1.342530E+01	0.000000E+00	1.342530E+01
