time,date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Evaporation[mm],Canopy Snow Sublimation[mm],Canopy Snow Sublimation[mm],Snow Balance[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Soil Evaporation[mm],Capillary Rise[mm],Lake Evaporation[mm],Lake Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,AET,CANOPY_SNOW,AET,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],AET,SOIL[1],SOIL[2],AET,SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,PONDED_WATER,CANOPY,CANOPY_SNOW,ATMOS_PRECIP,ATMOSPHERE,SNOW,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,SOIL[2],SURFACE_WATER,ATMOS_PRECIP,ATMOS_PRECIP,ATMOSPHERE,AET,ATMOSPHERE,AET,SNOW_LIQ,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,AET,SOIL[0],ATMOSPHERE,AET,SOIL[2],SURFACE_WATER,SURFACE_WATER
582,2014-08-06,00:00:00.00,36.0867,1276.56,30.0982,16.0044,0,0,448.311,20.57,0,0,0,39.8111,0,0,30.0982,30.0982,16.0044,16.0044,484.397,468.881,313.72,1431.72,1471.53,750.866,750.866,512.607,286.297,286.297,906.229,12.8859,619.932
583,2014-08-07,00:00:00.00,36.0867,1276.56,30.0982,16.0044,0,0,448.311,20.57,0,0,0,39.8111,0,0,30.0982,30.0982,16.0044,16.0044,484.397,468.881,313.72,1431.72,1471.53,751.681,751.681,512.607,286.297,286.297,906.229,12.8859,619.932
584,2014-08-08,00:00:00.00,36.0867,1276.56,30.0982,16.0044,0,0,448.311,20.57,0,0,0,39.8111,0,0,30.0982,30.0982,16.0044,16.0044,484.397,468.881,313.72,1431.72,1471.53,752.496,752.496,512.607,286.297,286.297,906.229,12.8859,619.932
585,2014-08-09,00:00:00.00,36.0867,1276.56,30.0982,16.0044,0,0,448.311,20.57,0,0,0,39.8111,0,0,30.0982,30.0982,16.0044,16.0044,484.397,468.881,313.72,1431.72,1471.53,752.496,752.496,512.607,286.297,286.297,906.229,12.8859,619.932
586,2014-08-10,00:00:00.00,36.0867,1276.56,30.0982,16.0044,0,0,448.311,20.57,0,0,0,39.8111,0,0,30.0982,30.0982,16.0044,16.0044,484.397,468.881,313.72,1431.72,1471.53,753.737,753.737,512.607,286.297,286.297,906.229,12.8859,619.932
587,2014-08-11,00:00:00.00,36.0867,1276.56,30.0982,16.0044,0,0,448.311,20.57,0,0,0,39.8111,0,0,30.0982,30.0982,16.0044,16.0044,484.397,468.881,313.72,1431.72,1471.53,756.257,756.257,512.607,286.297,286.297,906.229,12.8859,619.932
588,2014-08-12,00:00:00.00,36.0867,1302.59,30.6039,16.0044,0,0,448.311,20.57,0,0,0,40.4009,0,0,30.6039,30.6039,16.0044,16.0044,484.397,468.881,317.991,1453.48,1493.88,760.403,760.403,518.08,286.297,286.297,922.517,12.8859,621.668
589,2014-08-13,00:00:00.00,36.0867,1304.7,30.6603,16.0044,0,0,448.311,20.57,0,0,0,40.4489,0,0,30.6603,30.6603,16.0044,16.0044,484.397,468.881,318.267,1455.31,1495.76,764.145,764.145,519.911,290.095,290.095,922.517,12.8859,622.814
590,2014-08-14,00:00:00.00,36.0867,1304.89,30.6654,16.0044,0,0,448.311,20.57,0,0,0,40.4533,0,0,30.6654,30.6654,16.0044,16.0044,484.397,468.881,318.294,1455.48,1495.93,764.145,764.145,520.075,290.095,290.095,922.517,12.8859,623.837
591,2014-08-15,00:00:00.00,36.0867,1304.89,30.6654,16.0044,0,0,448.311,20.57,0,0,0,40.4533,0,0,30.6654,30.6654,16.0044,16.0044,484.397,468.881,318.294,1455.48,1495.93,764.145,764.145,520.075,290.095,290.095,922.517,12.8859,624.752
592,2014-08-16,00:00:00.00,36.0867,1304.89,30.6654,16.0044,0,0,448.311,20.57,0,0,0,40.4533,0,0,30.6654,30.6654,16.0044,16.0044,484.397,468.881,318.294,1455.48,1495.93,764.145,764.145,520.075,290.095,290.095,922.517,12.8859,625.569
593,2014-08-17,00:00:00.00,36.0867,1309.29,30.7833,16.0044,0,0,448.311,20.57,0,0,0,40.5537,0,0,30.7833,30.7833,16.0044,16.0044,484.397,468.881,318.908,1459.27,1499.82,764.145,764.145,523.865,290.095,290.095,922.517,12.8859,626.299
594,2014-08-18,00:00:00.00,36.0867,1309.29,30.7833,16.0044,0,0,448.311,20.57,0,0,0,40.5537,0,0,30.7833,30.7833,16.0044,16.0044,484.397,468.881,318.908,1459.27,1499.82,764.145,764.145,523.865,290.095,290.095,922.517,12.8859,626.952
595,2014-08-19,00:00:00.00,36.0867,1309.29,30.7833,16.0044,0,0,448.311,20.57,0,0,0,40.5537,0,0,30.7833,30.7833,16.0044,16.0044,484.397,468.881,318.908,1459.27,1499.82,764.145,764.145,523.865,290.095,290.095,922.517,12.8859,627.534
596,2014-08-20,00:00:00.00,36.0867,1309.29,30.7833,16.0044,0,0,448.311,20.57,0,0,0,40.5537,0,0,30.7833,30.7833,16.0044,16.0044,484.397,468.881,318.908,1459.27,1499.82,764.145,764.145,523.865,290.095,290.095,922.517,12.8859,628.055
597,2014-08-21,00:00:00.00,36.0867,1320.59,31.0856,16.0044,0,0,448.311,20.57,0,0,0,40.8115,0,0,31.0856,31.0856,16.0044,16.0044,484.397,468.881,320.192,1469.28,1510.09,767.216,767.216,528.103,293.468,293.468,928.29,12.8859,628.776
598,2014-08-22,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,772.283,772.283,528.447,298.536,298.536,928.29,12.8859,628.88
599,2014-08-23,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,776.082,776.082,528.447,299.41,299.41,928.29,12.8859,628.88
600,2014-08-24,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,779.881,779.881,528.447,299.41,299.41,928.29,12.8859,628.88
601,2014-08-25,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,783.68,783.68,528.447,299.41,299.41,928.29,12.8859,628.88
602,2014-08-26,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,787.479,787.479,528.447,299.41,299.41,928.29,12.8859,628.88
603,2014-08-27,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,794.298,794.298,528.447,299.41,299.41,928.29,12.8859,628.88
604,2014-08-28,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,794.298,794.298,528.447,299.41,299.41,928.29,12.8859,628.88
605,2014-08-29,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,794.298,794.298,528.447,299.41,299.41,928.29,12.8859,628.88
606,2014-08-30,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,794.298,794.298,528.447,299.41,299.41,928.29,12.8859,628.88
607,2014-08-31,00:00:00.00,36.0867,1320.97,31.0958,16.0044,0,0,448.311,20.57,0,0,0,40.8202,0,0,31.0958,31.0958,16.0044,16.0044,484.397,468.881,320.231,1469.62,1510.44,800.974,800.974,528.447,299.41,299.41,928.29,12.8859,628.88
608,2014-09-01,00:00:00.00,36.0867,1322.7,31.1419,16.0044,0,0,448.311,20.57,0,0,0,40.8595,0,0,31.1419,31.1419,16.0044,16.0044,484.397,468.881,320.769,1470.81,1511.67,806.883,806.883,529.632,299.41,299.41,928.29,12.8859,628.88
609,2014-09-02,00:00:00.00,36.0867,1331.89,31.3879,16.0044,0,0,448.311,20.57,0,0,0,41.0692,0,0,31.3879,31.3879,16.0044,16.0044,484.397,468.881,323.926,1476.84,1517.91,810.603,810.603,535.665,299.41,299.41,928.29,12.8859,628.88
610,2014-09-03,00:00:00.00,36.0867,1341.08,31.6338,16.0044,0,0,448.311,20.57,0,0,0,41.2789,0,0,31.6338,31.6338,16.0044,16.0044,484.397,468.881,326.71,1483.25,1524.53,814.731,814.731,542.071,299.41,299.41,928.29,12.8859,628.88
611,2014-09-04,00:00:00.00,36.0867,1341.08,31.6338,16.0044,0,0,448.311,20.57,0,0,0,41.2789,0,0,31.6338,31.6338,16.0044,16.0044,484.397,468.881,326.71,1483.25,1524.53,819.281,819.281,542.071,299.41,299.41,928.29,12.8859,628.88
612,2014-09-05,00:00:00.00,36.0867,1341.08,31.6338,16.0044,0,0,448.311,20.57,0,0,0,41.2789,0,0,31.6338,31.6338,16.0044,16.0044,484.397,468.881,326.71,1483.25,1524.53,823.453,823.453,542.071,299.41,299.41,928.29,12.8859,628.88
613,2014-09-06,00:00:00.00,36.0867,1415.66,32.1396,16.0044,0,0,448.311,20.57,0,0,0,42.9476,0,0,32.1396,32.1396,16.0044,16.0044,484.397,468.881,351.298,1533.25,1576.19,827.607,827.607,548.369,299.41,299.41,971.972,12.9049,633.535
614,2014-09-07,00:00:00.00,36.0867,1415.86,32.1447,16.0044,0,0,448.311,20.57,0,0,0,42.952,0,0,32.1447,32.1447,16.0044,16.0044,484.397,468.881,351.328,1533.41,1576.36,830.52,830.52,548.532,302.329,302.329,971.972,12.9049,637.382
615,2014-09-08,00:00:00.00,36.0867,1415.86,32.1447,16.0044,0,0,448.311,20.57,0,0,0,42.952,0,0,32.1447,32.1447,16.0044,16.0044,484.397,468.881,351.328,1533.41,1576.36,831.4,831.4,548.532,303.208,303.208,971.972,12.9049,640.726
616,2014-09-09,00:00:00.00,36.0867,1415.86,32.1447,16.0044,0,0,448.311,20.57,0,0,0,42.952,0,0,32.1447,32.1447,16.0044,16.0044,484.397,468.881,351.328,1533.41,1576.36,833.736,833.736,548.532,305.545,305.545,971.972,12.9049,643.464
617,2014-09-10,00:00:00.00,36.0867,1415.86,32.1447,16.0044,0,0,448.311,20.57,0,0,0,42.952,0,0,32.1447,32.1447,16.0044,16.0044,484.397,468.881,351.328,1533.41,1576.36,838.11,838.11,548.532,309.92,309.92,971.972,12.9049,645.445
618,2014-09-11,00:00:00.00,36.0867,1477.27,32.6505,16.0044,0,0,448.311,20.57,0,0,0,44.328,0,0,32.6505,32.6505,16.0044,16.0044,484.397,468.881,364.591,1581.56,1625.89,841.978,841.978,553.829,314.295,314.295,1014.83,12.9049,651.315
619,2014-09-12,00:00:00.00,36.0867,1478.04,32.671,16.0044,0,0,448.311,20.57,0,0,0,44.3455,0,0,32.671,32.671,16.0044,16.0044,484.397,468.881,364.688,1582.23,1626.58,841.978,841.978,554.498,314.295,314.295,1014.83,12.9049,656.559
620,2014-09-13,00:00:00.00,36.0867,1478.61,32.6864,16.0044,0,0,448.311,20.57,0,0,0,44.3586,0,0,32.6864,32.6864,16.0044,16.0044,484.397,468.881,364.758,1582.74,1627.1,841.978,841.978,555.002,314.295,314.295,1014.83,12.9049,661.245
621,2014-09-14,00:00:00.00,36.0867,1483.02,32.8042,16.0044,0,0,448.311,20.57,0,0,0,44.4591,0,0,32.8042,32.8042,16.0044,16.0044,484.397,468.881,365.28,1586.62,1631.08,841.978,841.978,558.883,314.295,314.295,1014.83,12.9049,665.431
622,2014-09-15,00:00:00.00,36.0867,1483.02,32.8042,16.0044,0,0,448.311,20.57,0,0,0,44.4591,0,0,32.8042,32.8042,16.0044,16.0044,484.397,468.881,365.28,1586.62,1631.08,841.978,841.978,558.883,314.295,314.295,1014.83,12.9049,669.171
623,2014-09-16,00:00:00.00,36.0867,1484.93,32.8555,16.0044,0,0,448.311,20.57,0,0,0,44.5027,0,0,32.8555,32.8555,16.0044,16.0044,484.397,468.881,365.459,1588.35,1632.86,841.978,841.978,560.619,314.295,314.295,1014.83,12.9049,672.513
624,2014-09-17,00:00:00.00,36.0867,1484.93,32.8555,16.0044,0,0,448.311,20.57,0,0,0,44.5027,0,0,32.8555,32.8555,16.0044,16.0044,484.397,468.881,365.459,1588.35,1632.86,841.978,841.978,560.619,314.295,314.295,1014.83,12.9049,675.499
625,2014-09-18,00:00:00.00,36.0867,1484.93,32.8555,16.0044,0,0,448.311,20.57,0,0,0,44.5027,0,0,32.8555,32.8555,16.0044,16.0044,484.397,468.881,365.459,1588.35,1632.86,841.978,841.978,560.619,314.295,314.295,1014.83,12.9049,678.166
626,2014-09-19,00:00:00.00,36.0867,1484.93,32.8555,16.0044,0,0,448.311,20.57,0,0,0,44.5027,0,0,32.8555,32.8555,16.0044,16.0044,484.397,468.881,365.459,1588.35,1632.86,841.978,841.978,560.619,314.295,314.295,1014.83,12.9049,680.55
627,2014-09-20,00:00:00.00,36.0867,1484.93,32.8555,16.0044,0,0,448.311,20.57,0,0,0,44.5027,0,0,32.8555,32.8555,16.0044,16.0044,484.397,468.881,365.459,1588.35,1632.86,841.978,841.978,560.619,314.295,314.295,1014.83,12.9049,682.679
628,2014-09-21,00:00:00.00,36.0867,1502.35,33.3217,16.0044,0,0,448.311,20.57,0,0,0,44.9003,0,0,33.3217,33.3217,16.0044,16.0044,484.397,468.881,366.901,1604.33,1649.23,842.417,842.417,563.32,314.883,314.883,1028.11,12.9049,685.934
629,2014-09-22,00:00:00.00,36.0867,1507.33,33.4549,16.0044,0,0,448.311,20.57,0,0,0,45.0138,0,0,33.4549,33.4549,16.0044,16.0044,484.397,468.881,367.211,1609,1654.02,846.944,846.944,566.3,319.544,319.544,1029.8,12.9049,688.525
630,2014-09-23,00:00:00.00,36.0867,1507.33,33.4549,16.0044,0,0,448.311,20.57,0,0,0,45.0138,0,0,33.4549,33.4549,16.0044,16.0044,484.397,468.881,367.211,1609,1654.02,846.944,846.944,566.3,319.544,319.544,1029.8,12.9049,690.84
631,2014-09-24,00:00:00.00,36.0867,1507.33,33.4549,16.0044,0,0,448.311,20.57,0,0,0,45.0138,0,0,33.4549,33.4549,16.0044,16.0044,484.397,468.881,367.211,1609,1654.02,846.944,846.944,566.3,319.544,319.544,1029.8,12.9049,692.908
632,2014-09-25,00:00:00.00,36.0867,1507.33,33.4549,16.0044,0,0,448.311,20.57,0,0,0,45.0138,0,0,33.4549,33.4549,16.0044,16.0044,484.397,468.881,367.211,1609,1654.02,847.824,847.824,566.3,320.424,320.424,1029.8,12.9049,694.663
633,2014-09-26,00:00:00.00,36.0867,1507.33,33.4549,16.0044,0,0,448.311,20.57,0,0,0,45.0138,0,0,33.4549,33.4549,16.0044,16.0044,484.397,468.881,367.211,1609,1654.02,849.287,849.287,566.3,321.886,321.886,1029.8,12.9049,696.074
634,2014-09-27,00:00:00.00,36.0867,1507.33,33.4549,16.0044,0,0,448.311,20.57,0,0,0,45.0138,0,0,33.4549,33.4549,16.0044,16.0044,484.397,468.881,367.211,1609,1654.02,852.205,852.205,566.3,324.805,324.805,1029.8,12.9049,697.024
635,2014-09-28,00:00:00.00,36.0867,1507.33,33.4549,16.0044,0,0,448.311,20.57,0,0,0,45.0138,0,0,33.4549,33.4549,16.0044,16.0044,484.397,468.881,367.211,1609,1654.02,856.581,856.581,566.3,329.18,329.18,1029.8,12.9049,697.407
636,2014-09-29,00:00:00.00,36.0867,1507.33,33.4549,16.0044,0,0,448.311,20.57,0,0,0,45.0138,0,0,33.4549,33.4549,16.0044,16.0044,484.397,468.881,367.211,1609,1654.02,860.956,860.956,566.3,332.389,332.389,1029.8,12.9049,697.407
637,2014-09-30,00:00:00.00,36.0867,1514.42,33.6445,16.0044,0,0,448.311,20.57,0,0,0,45.1755,0,0,33.6445,33.6445,16.0044,16.0044,484.397,468.881,368.268,1615.03,1660.2,864.268,864.268,571.75,332.389,332.389,1030.37,12.9049,697.469
638,2014-10-01,00:00:00.00,36.0867,1516.33,33.6957,16.0044,0,0,448.311,20.57,0,0,0,45.2192,0,0,33.6957,33.6957,16.0044,16.0044,484.397,468.881,368.518,1616.69,1661.91,865.387,865.387,573.415,332.905,332.905,1030.37,12.9049,697.469
639,2014-10-02,00:00:00.00,36.0867,1516.52,33.7009,16.0044,0,0,448.311,20.57,0,0,0,45.2235,0,0,33.7009,33.7009,16.0044,16.0044,484.397,468.881,368.542,1616.86,1662.08,867.686,867.686,573.583,332.905,332.905,1030.37,12.9049,697.469
640,2014-10-03,00:00:00.00,36.0867,1516.52,33.7009,16.0044,0,0,448.311,20.57,0,0,0,45.2235,0,0,33.7009,33.7009,16.0044,16.0044,484.397,468.881,368.542,1616.86,1662.08,869.99,869.99,573.583,332.905,332.905,1030.37,12.9049,697.469
641,2014-10-04,00:00:00.00,36.0867,1537.25,34.2067,16.0044,0,0,448.311,20.57,0,0,0,45.6953,0,0,34.2067,34.2067,16.0044,16.0044,484.397,468.881,371.685,1634.44,1680.14,871.883,871.883,578.463,332.905,332.905,1043.07,12.9049,698.822
642,2014-10-05,00:00:00.00,36.0867,1538.78,34.2476,16.0044,0,0,448.311,20.57,0,0,0,45.7303,0,0,34.2476,34.2476,16.0044,16.0044,484.397,468.881,371.863,1635.8,1681.53,871.909,871.909,579.817,332.941,332.941,1043.07,12.9049,700.027
643,2014-10-06,00:00:00.00,36.0867,1539.54,34.2681,16.0044,0,0,448.311,20.57,0,0,0,45.7477,0,0,34.2681,34.2681,16.0044,16.0044,484.397,468.881,371.945,1636.48,1682.23,871.909,871.909,580.501,332.941,332.941,1043.07,12.9049,701.104
644,2014-10-07,00:00:00.00,36.0867,1549.88,34.5448,16.0044,0,0,448.311,20.57,0,0,0,45.9836,0,0,34.5448,34.5448,16.0044,16.0044,484.397,468.881,373.009,1645.76,1691.74,873.54,873.54,584.157,334.85,334.85,1048.69,12.9049,702.461
645,2014-10-08,00:00:00.00,36.0867,1550.65,34.5653,16.0044,0,0,448.311,20.57,0,0,0,46.0011,0,0,34.5653,34.5653,16.0044,16.0044,484.397,468.881,373.074,1646.46,1692.46,875.716,875.716,584.857,337.046,337.046,1048.69,12.9049,703.44
646,2014-10-09,00:00:00.00,36.0867,1551.22,34.5807,16.0044,0,0,448.311,20.57,0,0,0,46.0142,0,0,34.5807,34.5807,16.0044,16.0044,484.397,468.881,373.128,1646.98,1692.99,876.6,876.6,585.378,337.946,337.946,1048.69,12.9049,704.219
647,2014-10-10,00:00:00.00,36.0867,1551.22,34.5807,16.0044,0,0,448.311,20.57,0,0,0,46.0142,0,0,34.5807,34.5807,16.0044,16.0044,484.397,468.881,373.128,1646.98,1692.99,876.6,876.6,585.378,337.946,337.946,1048.69,12.9049,704.914
648,2014-10-11,00:00:00.00,36.0867,1551.22,34.5807,16.0044,0,0,448.311,20.57,0,0,0,46.0142,0,0,34.5807,34.5807,16.0044,16.0044,484.397,468.881,373.128,1646.98,1692.99,876.6,876.6,585.378,337.946,337.946,1048.69,12.9049,705.536
649,2014-10-12,00:00:00.00,36.0867,1551.22,34.5807,16.0044,0,0,448.311,20.57,0,0,0,46.0142,0,0,34.5807,34.5807,16.0044,16.0044,484.397,468.881,373.128,1646.98,1692.99,876.6,876.6,585.378,337.946,337.946,1048.69,12.9049,706.091
650,2014-10-13,00:00:00.00,36.0867,1551.22,34.5807,16.0044,0,0,448.311,20.57,0,0,0,46.0142,0,0,34.5807,34.5807,16.0044,16.0044,484.397,468.881,373.128,1646.98,1692.99,876.6,876.6,585.378,337.946,337.946,1048.69,12.9049,706.587
651,2014-10-14,00:00:00.00,36.0867,1551.42,34.5858,16.0044,0,0,448.311,20.57,0,0,0,46.0186,0,0,34.5858,34.5858,16.0044,16.0044,484.397,468.881,373.146,1647.15,1693.17,877.784,877.784,585.551,339.134,339.134,1048.69,12.9049,706.904
652,2014-10-15,00:00:00.00,36.0867,1565.01,34.9496,16.0044,0,0,448.311,20.57,0,0,0,46.3287,0,0,34.9496,34.9496,16.0044,16.0044,484.397,468.881,374.516,1659.37,1705.7,879.724,879.724,589.138,341.408,341.408,1057.33,12.9049,707.865
653,2014-10-16,00:00:00.00,36.0867,1565.77,34.9701,16.0044,0,0,448.311,20.57,0,0,0,46.3462,0,0,34.9701,34.9701,16.0044,16.0044,484.397,468.881,374.581,1660.07,1706.42,882.007,882.007,589.839,343.712,343.712,1057.33,12.9049,708.478
654,2014-10-17,00:00:00.00,36.0867,1566.73,34.9957,16.0044,0,0,448.311,20.57,0,0,0,46.368,0,0,34.9957,34.9957,16.0044,16.0044,484.397,468.881,374.669,1660.94,1707.31,884.285,884.285,590.708,346.015,346.015,1057.33,12.9049,708.78
655,2014-10-18,00:00:00.00,36.0867,1568.84,35.0521,16.0044,0,0,448.311,20.57,0,0,0,46.4161,0,0,35.0521,35.0521,16.0044,16.0044,484.397,468.881,374.879,1662.84,1709.25,886.532,886.532,592.604,348.241,348.241,1057.33,12.9049,708.813
656,2014-10-19,00:00:00.00,36.0867,1569.22,35.0623,16.0044,0,0,448.311,20.57,0,0,0,46.4248,0,0,35.0623,35.0623,16.0044,16.0044,484.397,468.881,374.918,1663.18,1709.61,886.532,886.532,592.948,348.241,348.241,1057.33,12.9049,708.843
657,2014-10-20,00:00:00.00,36.0867,1572.09,35.1392,16.0044,0,0,448.311,20.57,0,0,0,46.4904,0,0,35.1392,35.1392,16.0044,16.0044,484.397,468.881,375.201,1665.77,1712.26,886.532,886.532,595.537,348.241,348.241,1057.33,12.9049,708.869
658,2014-10-21,00:00:00.00,36.0867,1584.35,35.4671,16.0044,0,0,448.311,20.57,0,0,0,46.7699,0,0,35.4671,35.4671,16.0044,16.0044,484.397,468.881,376.21,1677.02,1723.79,886.532,886.532,598.217,348.241,348.241,1065.89,12.9049,709.805
659,2014-10-22,00:00:00.00,36.0867,1587.22,35.5439,16.0044,0,0,448.311,20.57,0,0,0,46.8355,0,0,35.5439,35.5439,16.0044,16.0044,484.397,468.881,376.389,1679.71,1726.55,886.532,886.532,600.364,348.241,348.241,1066.44,12.9049,710.699
660,2014-10-23,00:00:00.00,36.0867,1587.22,35.5439,16.0044,0,0,448.311,20.57,0,0,0,46.8355,0,0,35.5439,35.5439,16.0044,16.0044,484.397,468.881,376.389,1679.71,1726.55,886.532,886.532,600.364,348.241,348.241,1066.44,12.9049,711.499
661,2014-10-24,00:00:00.00,36.0867,1587.22,35.5439,16.0044,0,0,448.311,20.57,0,0,0,46.8355,0,0,35.5439,35.5439,16.0044,16.0044,484.397,468.881,376.389,1679.71,1726.55,887.433,887.433,600.364,349.141,349.141,1066.44,12.9049,712.117
662,2014-10-25,00:00:00.00,36.0867,1587.22,35.5439,16.0044,0,0,448.311,20.57,0,0,0,46.8355,0,0,35.5439,35.5439,16.0044,16.0044,484.397,468.881,376.389,1679.71,1726.55,887.901,887.901,600.364,349.609,349.609,1066.44,12.9049,712.619
663,2014-10-26,00:00:00.00,36.0867,1587.22,35.5439,16.0044,0,0,448.311,20.57,0,0,0,46.8355,0,0,35.5439,35.5439,16.0044,16.0044,484.397,468.881,376.389,1679.71,1726.55,890.097,890.097,600.364,351.805,351.805,1066.44,12.9049,712.834
664,2014-10-27,00:00:00.00,36.0867,1587.22,35.5439,16.0044,0,0,448.311,20.57,0,0,0,46.8355,0,0,35.5439,35.5439,16.0044,16.0044,484.397,468.881,376.389,1679.71,1726.55,890.097,890.097,600.364,351.805,351.805,1066.44,12.9049,713.026
665,2014-10-28,00:00:00.00,36.0867,1588.56,35.5798,16.0044,0,0,448.311,20.57,0,0,0,46.866,0,0,35.5798,35.5798,16.0044,16.0044,484.397,468.881,376.481,1680.96,1727.82,890.097,890.097,601.612,351.805,351.805,1066.44,12.9049,713.198
666,2014-10-29,00:00:00.00,36.0867,1589.71,35.6105,16.0044,0,0,448.311,20.57,0,0,0,46.8922,0,0,35.6105,35.6105,16.0044,16.0044,484.397,468.881,376.551,1682.04,1728.93,892.37,892.37,602.69,353.244,353.244,1066.44,12.9049,713.198
667,2014-10-30,00:00:00.00,36.0867,1591.24,35.6515,16.0044,0,0,448.311,20.57,0,0,0,46.9272,0,0,35.6515,35.6515,16.0044,16.0044,484.397,468.881,376.655,1683.46,1730.39,892.37,892.37,604.118,353.244,353.244,1066.44,12.9049,713.198
668,2014-10-31,00:00:00.00,36.0867,1592.77,35.6925,16.0044,0,0,448.311,20.57,0,0,0,46.9621,0,0,35.6925,35.6925,16.0044,16.0044,484.397,468.881,376.745,1684.91,1731.87,892.37,892.37,605.559,353.244,353.244,1066.44,12.9049,713.198
669,2014-11-01,00:00:00.00,36.0867,1598.9,35.8565,16.0722,0,0,450.209,20.57,0,0,0,47.1456,0,0,35.8565,35.8565,16.0722,16.0722,486.295,470.779,377.154,1692.52,1739.67,892.37,892.37,607.286,353.244,353.244,1072.33,12.9049,713.825
670,2014-11-02,00:00:00.00,36.0867,1598.9,35.8565,16.0722,0,0,450.209,20.57,0,0,0,47.1456,0,0,35.8565,35.8565,16.0722,16.0722,486.295,470.779,377.154,1692.52,1739.67,892.37,892.37,607.286,353.244,353.244,1072.33,12.9049,714.386
671,2014-11-03,00:00:00.00,36.0867,1598.9,35.8565,16.0722,0,0,450.209,20.57,0,0,0,47.1456,0,0,35.8565,35.8565,16.0722,16.0722,486.295,470.779,377.154,1692.52,1739.67,892.715,892.715,607.286,353.588,353.588,1072.33,12.9049,714.85
672,2014-11-04,00:00:00.00,36.0867,1598.9,35.8565,16.0722,0,0,450.209,20.57,0,0,0,47.1456,0,0,35.8565,35.8565,16.0722,16.0722,486.295,470.779,377.154,1692.52,1739.67,893.519,893.519,607.286,354.393,354.393,1072.33,12.9049,715.179
673,2014-11-05,00:00:00.00,36.0867,1606.75,36.0666,16.0722,0,0,450.209,20.57,0,0,0,47.3247,0,0,36.0666,36.0666,16.0722,16.0722,486.295,470.779,377.512,1700.01,1747.34,894.175,894.175,608.961,355.198,355.198,1078.15,12.9049,716.007
674,2014-11-06,00:00:00.00,36.0867,1606.75,36.0666,16.0722,0,0,450.209,20.57,0,0,0,47.3247,0,0,36.0666,36.0666,16.0722,16.0722,486.295,470.779,377.512,1700.01,1747.34,894.98,894.98,608.961,356.002,356.002,1078.15,12.9049,716.661
675,2014-11-07,00:00:00.00,36.0867,1609.24,36.1332,16.0722,0,0,450.209,20.57,0,0,0,47.3815,0,0,36.1332,36.1332,16.0722,16.0722,486.295,470.779,377.618,1702.4,1749.78,895.718,895.718,610.59,356.807,356.807,1078.9,12.9049,717.24
