observed_data_series,filename,DIAG_NASH_SUTCLIFFE,DIAG_RMSE,DIAG_KLING_GUPTA,DIAG_PCT_BIAS,
HYDROGRAPH_ALL[90014270],data_obs/GrandRiver_Qobs_daily.rvt,0.287875,13.6608,0.637004,-9.99821,
