time,date,hour,precip [mm/day],02GA016 
1065,2015-12-02,00:00:00.00,2.21045,0.335958
1066,2015-12-03,00:00:00.00,0.602849,0.318202
1067,2015-12-04,00:00:00.00,0.502374,0.294615
1068,2015-12-05,00:00:00.00,0,0.270592
1069,2015-12-06,00:00:00.00,0,0.247605
1070,2015-12-07,00:00:00.00,0,0.225861
1071,2015-12-08,00:00:00.00,0.20095,0.205373
1072,2015-12-09,00:00:00.00,0,0.186159
1073,2015-12-10,00:00:00.00,1.2057,0.169249
1074,2015-12-11,00:00:00.00,0.401899,0.154065
1075,2015-12-12,00:00:00.00,0,0.138632
1076,2015-12-13,00:00:00.00,1.2057,0.125073
1077,2015-12-14,00:00:00.00,1.40665,0.116219
1078,2015-12-15,00:00:00.00,14.2674,0.175461
1079,2015-12-16,00:00:00.00,0.602849,0.252501
1080,2015-12-17,00:00:00.00,2.0095,0.270557
1081,2015-12-18,00:00:00.00,0,0.266812
1082,2015-12-19,00:00:00.00,0.401899,0.250137
1083,2015-12-20,00:00:00.00,0.401899,0.231989
1084,2015-12-21,00:00:00.00,2.61235,0.213927
1085,2015-12-22,00:00:00.00,16.4779,0.284313
1086,2015-12-23,00:00:00.00,0.602849,0.374017
1087,2015-12-24,00:00:00.00,1.2057,0.378098
1088,2015-12-25,00:00:00.00,0.20095,0.359518
1089,2015-12-26,00:00:00.00,0,0.333385
1090,2015-12-27,00:00:00.00,7.43514,0.311647
1091,2015-12-28,00:00:00.00,0.20095,0.296669
1092,2015-12-29,00:00:00.00,6.43039,0.280975
1093,2015-12-30,00:00:00.00,6.32992,0.261539
1094,2015-12-31,00:00:00.00,0,0.240705
1095,2016-01-01,00:00:00.00,0.602849,0.219944
1096,2016-01-02,00:00:00.00,4.62184,0.201078
1097,2016-01-03,00:00:00.00,0,0.184095
1098,2016-01-04,00:00:00.00,1.40665,0.168223
1099,2016-01-05,00:00:00.00,0,0.154672
1100,2016-01-06,00:00:00.00,0,0.14326
1101,2016-01-07,00:00:00.00,0,0.131871
1102,2016-01-08,00:00:00.00,0,0.120146
1103,2016-01-09,00:00:00.00,5.82754,0.112802
1104,2016-01-10,00:00:00.00,6.22944,0.168044
1105,2016-01-11,00:00:00.00,10.8513,0.250871
1106,2016-01-12,00:00:00.00,3.51662,0.278048
1107,2016-01-13,00:00:00.00,9.94701,0.272675
1108,2016-01-14,00:00:00.00,7.53561,0.258113
1109,2016-01-15,00:00:00.00,0.401899,0.24117
1110,2016-01-16,00:00:00.00,6.93276,0.223343
1111,2016-01-17,00:00:00.00,2.0095,0.205809
1112,2016-01-18,00:00:00.00,5.62659,0.189882
1113,2016-01-19,00:00:00.00,6.32992,0.175743
1114,2016-01-20,00:00:00.00,0,0.16312
1115,2016-01-21,00:00:00.00,1.50712,0.151379
1116,2016-01-22,00:00:00.00,0,0.140377
1117,2016-01-23,00:00:00.00,0,0.13018
1118,2016-01-24,00:00:00.00,0,0.120832
1119,2016-01-25,00:00:00.00,0,0.112189
1120,2016-01-26,00:00:00.00,1.70807,0.103356
1121,2016-01-27,00:00:00.00,5.02374,0.118633
1122,2016-01-28,00:00:00.00,0.502374,0.1437
1123,2016-01-29,00:00:00.00,8.64084,0.147375
1124,2016-01-30,00:00:00.00,0,0.142443
1125,2016-01-31,00:00:00.00,0,0.133819
1126,2016-02-01,00:00:00.00,6.63134,0.168315
1127,2016-02-02,00:00:00.00,0,0.232882
1128,2016-02-03,00:00:00.00,6.22944,0.285778
1129,2016-02-04,00:00:00.00,2.0095,0.411709
1130,2016-02-05,00:00:00.00,0,0.511981
1131,2016-02-06,00:00:00.00,3.01425,0.498538
1132,2016-02-07,00:00:00.00,0,0.465184
1133,2016-02-08,00:00:00.00,0,0.430423
1134,2016-02-09,00:00:00.00,1.50712,0.429466
1135,2016-02-10,00:00:00.00,0.803799,0.435202
1136,2016-02-11,00:00:00.00,1.80855,0.410763
1137,2016-02-12,00:00:00.00,1.00475,0.382847
1138,2016-02-13,00:00:00.00,2.4114,0.356221
1139,2016-02-14,00:00:00.00,0,0.331287
1140,2016-02-15,00:00:00.00,0,0.308068
1141,2016-02-16,00:00:00.00,1.80855,0.286519
1142,2016-02-17,00:00:00.00,4.82279,0.265035
1143,2016-02-18,00:00:00.00,0,0.243645
1144,2016-02-19,00:00:00.00,0,0.224564
1145,2016-02-20,00:00:00.00,9.24369,0.20673
1146,2016-02-21,00:00:00.00,0.20095,0.293553
1147,2016-02-22,00:00:00.00,0.20095,0.43909
1148,2016-02-23,00:00:00.00,0,0.482909
1149,2016-02-24,00:00:00.00,0,0.461228
1150,2016-02-25,00:00:00.00,12.4589,0.428881
1151,2016-02-26,00:00:00.00,2.0095,0.396527
1152,2016-02-27,00:00:00.00,0,0.366933
1153,2016-02-28,00:00:00.00,0,0.339161
1154,2016-02-29,00:00:00.00,5.62659,0.422476
1155,2016-03-01,00:00:00.00,0,0.520676
1156,2016-03-02,00:00:00.00,15.2722,0.507003
1157,2016-03-03,00:00:00.00,0,0.47523
1158,2016-03-04,00:00:00.00,0,0.442488
1159,2016-03-05,00:00:00.00,0,0.41154
1160,2016-03-06,00:00:00.00,2.61235,0.382597
1161,2016-03-07,00:00:00.00,0,0.35577
1162,2016-03-08,00:00:00.00,0,0.398249
1163,2016-03-09,00:00:00.00,0,0.567154
1164,2016-03-10,00:00:00.00,2.0095,0.684832
1165,2016-03-11,00:00:00.00,4.62184,0.688693
1166,2016-03-12,00:00:00.00,0,0.665927
1167,2016-03-13,00:00:00.00,0,0.622716
1168,2016-03-14,00:00:00.00,4.21994,0.594629
1169,2016-03-15,00:00:00.00,4.82279,0.588037
1170,2016-03-16,00:00:00.00,0.20095,0.572663
1171,2016-03-17,00:00:00.00,9.24369,0.567893
1172,2016-03-18,00:00:00.00,1.2057,0.561431
1173,2016-03-19,00:00:00.00,0,0.522417
1174,2016-03-20,00:00:00.00,0,0.48296
1175,2016-03-21,00:00:00.00,0,0.446781
1176,2016-03-22,00:00:00.00,0,0.411643
1177,2016-03-23,00:00:00.00,2.4114,0.376946
1178,2016-03-24,00:00:00.00,10.0475,0.3869
1179,2016-03-25,00:00:00.00,30.3434,0.407536
1180,2016-03-26,00:00:00.00,0,0.388047
1181,2016-03-27,00:00:00.00,0,0.360265
1182,2016-03-28,00:00:00.00,18.6883,0.52003
1183,2016-03-29,00:00:00.00,4.82279,0.711661
1184,2016-03-30,00:00:00.00,0,0.705332
1185,2016-03-31,00:00:00.00,17.2817,0.716657
1186,2016-04-01,00:00:00.00,27.932,0.826552
1187,2016-04-02,00:00:00.00,1.00475,0.874955
1188,2016-04-03,00:00:00.00,2.61235,0.819556
1189,2016-04-04,00:00:00.00,14.6693,0.764198
1190,2016-04-05,00:00:00.00,0,0.712479
1191,2016-04-06,00:00:00.00,2.0095,0.664287
1192,2016-04-07,00:00:00.00,21.5016,0.628885
1193,2016-04-08,00:00:00.00,1.00475,0.635343
1194,2016-04-09,00:00:00.00,0,0.636512
1195,2016-04-10,00:00:00.00,0,0.598762
1196,2016-04-11,00:00:00.00,5.42564,0.558917
1197,2016-04-12,00:00:00.00,0.401899,0.587956
1198,2016-04-13,00:00:00.00,0,0.663997
1199,2016-04-14,00:00:00.00,0,0.68384
1200,2016-04-15,00:00:00.00,0,0.658393
1201,2016-04-16,00:00:00.00,0,0.613104
1202,2016-04-17,00:00:00.00,0,0.555279
1203,2016-04-18,00:00:00.00,0,0.492529
1204,2016-04-19,00:00:00.00,0,0.431415
1205,2016-04-20,00:00:00.00,0,0.372519
1206,2016-04-21,00:00:00.00,0,0.315606
1207,2016-04-22,00:00:00.00,9.64558,0.283817
1208,2016-04-23,00:00:00.00,0.20095,0.259699
1209,2016-04-24,00:00:00.00,0,0.220265
1210,2016-04-25,00:00:00.00,1.00475,0.177385
1211,2016-04-26,00:00:00.00,20.4969,0.199914
1212,2016-04-27,00:00:00.00,2.0095,0.256923
1213,2016-04-28,00:00:00.00,0,0.257752
1214,2016-04-29,00:00:00.00,0,0.238174
1215,2016-04-30,00:00:00.00,0,0.203641
1216,2016-05-01,00:00:00.00,3.21519,0.155763
1217,2016-05-02,00:00:00.00,0.602849,0.118774
1218,2016-05-03,00:00:00.00,0,0.0987427
1219,2016-05-04,00:00:00.00,0,0.0862702
1220,2016-05-05,00:00:00.00,0,0.0772475
1221,2016-05-06,00:00:00.00,0,0.070406
1222,2016-05-07,00:00:00.00,0,0.0569646
1223,2016-05-08,00:00:00.00,0.401899,0.0460288
1224,2016-05-09,00:00:00.00,0,0.0391774
1225,2016-05-10,00:00:00.00,0,0.0337491
1226,2016-05-11,00:00:00.00,0,0.0294054
1227,2016-05-12,00:00:00.00,0,0.0251753
1228,2016-05-13,00:00:00.00,18.6883,0.0802742
1229,2016-05-14,00:00:00.00,6.02849,0.142779
1230,2016-05-15,00:00:00.00,1.80855,0.146917
1231,2016-05-16,00:00:00.00,0.803799,0.143226
1232,2016-05-17,00:00:00.00,3.01425,0.136278
1233,2016-05-18,00:00:00.00,0,0.128264
1234,2016-05-19,00:00:00.00,0,0.120205
1235,2016-05-20,00:00:00.00,0,0.112391
1236,2016-05-21,00:00:00.00,0,0.0888279
1237,2016-05-22,00:00:00.00,0.20095,0.0585759
1238,2016-05-23,00:00:00.00,0,0.0395162
1239,2016-05-24,00:00:00.00,0,0.02571
1240,2016-05-25,00:00:00.00,0,0.0149618
1241,2016-05-26,00:00:00.00,0,0.00651835
1242,2016-05-27,00:00:00.00,5.02374,-0.000175905
1243,2016-05-28,00:00:00.00,0,-0.00611685
1244,2016-05-29,00:00:00.00,0.602849,-0.0120578
1245,2016-05-30,00:00:00.00,1.00475,-0.0179987
1246,2016-05-31,00:00:00.00,0,-0.0239397
1247,2016-06-01,00:00:00.00,0,-0.0298806
1248,2016-06-02,00:00:00.00,1.00475,-0.0307435
1249,2016-06-03,00:00:00.00,0,-0.0380534
1250,2016-06-04,00:00:00.00,0,-0.0423877
1251,2016-06-05,00:00:00.00,14.0665,-0.0477139
1252,2016-06-06,00:00:00.00,1.40665,-0.0505605
1253,2016-06-07,00:00:00.00,4.01899,-0.0548949
1254,2016-06-08,00:00:00.00,0,-0.0548949
1255,2016-06-09,00:00:00.00,0.401899,-0.0548949
1256,2016-06-10,00:00:00.00,0,-0.0548949
1257,2016-06-11,00:00:00.00,3.81804,-0.0548949
1258,2016-06-12,00:00:00.00,0,-0.0628296
1259,2016-06-13,00:00:00.00,0,-0.0628296
1260,2016-06-14,00:00:00.00,0,-0.0628296
1261,2016-06-15,00:00:00.00,0,-0.0628296
1262,2016-06-16,00:00:00.00,2.61235,-0.0646843
1263,2016-06-17,00:00:00.00,0,-0.0690187
1264,2016-06-18,00:00:00.00,0,-0.0769534
1265,2016-06-19,00:00:00.00,0,-0.0848881
1266,2016-06-20,00:00:00.00,0,-0.0928229
1267,2016-06-21,00:00:00.00,0,-0.100758
1268,2016-06-22,00:00:00.00,0,-0.10162
1269,2016-06-23,00:00:00.00,0,-0.103475
1270,2016-06-24,00:00:00.00,0,-0.106322
1271,2016-06-25,00:00:00.00,0,-0.113632
1272,2016-06-26,00:00:00.00,0,-0.121566
1273,2016-06-27,00:00:00.00,8.03799,-0.129501
1274,2016-06-28,00:00:00.00,0,-0.137436
1275,2016-06-29,00:00:00.00,0.20095,-0.137436
1276,2016-06-30,00:00:00.00,0,-0.140282
1277,2016-07-01,00:00:00.00,0,-0.144121
1278,2016-07-02,00:00:00.00,5.82754,-0.144121
1279,2016-07-03,00:00:00.00,0,-0.144121
1280,2016-07-04,00:00:00.00,0,-0.144121
1281,2016-07-05,00:00:00.00,0,-0.146213
1282,2016-07-06,00:00:00.00,0,-0.152553
1283,2016-07-07,00:00:00.00,0,-0.16105
1284,2016-07-08,00:00:00.00,0,-0.169546
1285,2016-07-09,00:00:00.00,0.803799,-0.178042
1286,2016-07-10,00:00:00.00,4.01899,-0.181728
1287,2016-07-11,00:00:00.00,0,-0.185944
1288,2016-07-12,00:00:00.00,0,-0.192284
1289,2016-07-13,00:00:00.00,0,-0.200781
1290,2016-07-14,00:00:00.00,17.2817,-0.209277
1291,2016-07-15,00:00:00.00,0,-0.217773
1292,2016-07-16,00:00:00.00,1.80855,-0.219334
1293,2016-07-17,00:00:00.00,0,-0.219334
1294,2016-07-18,00:00:00.00,0,-0.219334
1295,2016-07-19,00:00:00.00,0,-0.227831
1296,2016-07-20,00:00:00.00,0,-0.227831
1297,2016-07-21,00:00:00.00,0,-0.228861
1298,2016-07-22,00:00:00.00,0,-0.237357
1299,2016-07-23,00:00:00.00,0,-0.245853
1300,2016-07-24,00:00:00.00,0,-0.25435
1301,2016-07-25,00:00:00.00,16.4779,-0.262283
1302,2016-07-26,00:00:00.00,0,-0.270779
1303,2016-07-27,00:00:00.00,0,-0.279276
1304,2016-07-28,00:00:00.00,0,-0.287772
1305,2016-07-29,00:00:00.00,0,-0.296268
1306,2016-07-30,00:00:00.00,1.2057,-0.304202
1307,2016-07-31,00:00:00.00,2.0095,-0.310542
1308,2016-08-01,00:00:00.00,0,-0.31582
1309,2016-08-02,00:00:00.00,0,-0.323081
1310,2016-08-03,00:00:00.00,0,-0.330341
1311,2016-08-04,00:00:00.00,0,-0.337601
1312,2016-08-05,00:00:00.00,0,-0.344861
1313,2016-08-06,00:00:00.00,4.01899,-0.352121
1314,2016-08-07,00:00:00.00,0,-0.358887
1315,2016-08-08,00:00:00.00,0,-0.366147
1316,2016-08-09,00:00:00.00,0,-0.371552
1317,2016-08-10,00:00:00.00,0,-0.378812
1318,2016-08-11,00:00:00.00,0,-0.386072
1319,2016-08-12,00:00:00.00,13.2627,-0.393332
1320,2016-08-13,00:00:00.00,5.82754,-0.400592
1321,2016-08-14,00:00:00.00,65.3086,-0.277536
1322,2016-08-15,00:00:00.00,0,-0.0863906
1323,2016-08-16,00:00:00.00,10.0475,0.000727039
1324,2016-08-17,00:00:00.00,16.8798,0.0380738
1325,2016-08-18,00:00:00.00,0.803799,0.0462852
1326,2016-08-19,00:00:00.00,0,0.0284291
1327,2016-08-20,00:00:00.00,9.44464,0.0149448
1328,2016-08-21,00:00:00.00,13.4636,0.00714571
1329,2016-08-22,00:00:00.00,0.602849,0.0025294
1330,2016-08-23,00:00:00.00,0,0.00189455
1331,2016-08-24,00:00:00.00,0,-0.000150282
1332,2016-08-25,00:00:00.00,4.82279,-0.00510162
1333,2016-08-26,00:00:00.00,0.20095,-0.0123617
1334,2016-08-27,00:00:00.00,0,-0.0196217
1335,2016-08-28,00:00:00.00,0.20095,-0.0236655
1336,2016-08-29,00:00:00.00,0,-0.0309256
1337,2016-08-30,00:00:00.00,0,-0.0363307
1338,2016-08-31,00:00:00.00,0,-0.041282
1339,2016-09-01,00:00:00.00,0,-0.048542
1340,2016-09-02,00:00:00.00,0,-0.0525792
1341,2016-09-03,00:00:00.00,0,-0.0544459
1342,2016-09-04,00:00:00.00,0,-0.0572428
1343,2016-09-05,00:00:00.00,0,-0.0619001
1344,2016-09-06,00:00:00.00,0,-0.0668614
1345,2016-09-07,00:00:00.00,0,-0.0718226
1346,2016-09-08,00:00:00.00,50.6393,-0.0118384
1347,2016-09-09,00:00:00.00,0.20095,0.062477
1348,2016-09-10,00:00:00.00,0,0.0617731
1349,2016-09-11,00:00:00.00,1.2057,0.0409477
1350,2016-09-12,00:00:00.00,0,0.0283246
1351,2016-09-13,00:00:00.00,0,0.0198795
1352,2016-09-14,00:00:00.00,0,0.0108171
1353,2016-09-15,00:00:00.00,0,0.00457161
1354,2016-09-16,00:00:00.00,0,0.00287644
1355,2016-09-17,00:00:00.00,2.4114,0.000522086
1356,2016-09-18,00:00:00.00,4.82279,-0.00421018
1357,2016-09-19,00:00:00.00,0,-0.00917141
1358,2016-09-20,00:00:00.00,0,-0.0141326
1359,2016-09-21,00:00:00.00,0,-0.0190939
1360,2016-09-22,00:00:00.00,0,-0.0234411
1361,2016-09-23,00:00:00.00,0,-0.0284024
1362,2016-09-24,00:00:00.00,0,-0.0299589
1363,2016-09-25,00:00:00.00,0,-0.0299589
1364,2016-09-26,00:00:00.00,0,-0.0299589
1365,2016-09-27,00:00:00.00,8.03799,-0.0299589
1366,2016-09-28,00:00:00.00,0,-0.0299589
1367,2016-09-29,00:00:00.00,0,-0.0308954
1368,2016-09-30,00:00:00.00,0.803799,-0.0308954
1369,2016-10-01,00:00:00.00,2.21045,-0.032452
1370,2016-10-02,00:00:00.00,3.61709,-0.0349043
1371,2016-10-03,00:00:00.00,5.62659,-0.0373566
1372,2016-10-04,00:00:00.00,0,-0.039809
1373,2016-10-05,00:00:00.00,0,-0.0422613
1374,2016-10-06,00:00:00.00,0.401899,-0.0447136
1375,2016-10-07,00:00:00.00,0,-0.0471659
1376,2016-10-08,00:00:00.00,6.63134,-0.0496183
1377,2016-10-09,00:00:00.00,0,-0.0520706
1378,2016-10-10,00:00:00.00,0.20095,-0.0528756
1379,2016-10-11,00:00:00.00,0,-0.0528756
1380,2016-10-12,00:00:00.00,0,-0.0539871
1381,2016-10-13,00:00:00.00,5.82754,-0.0564394
1382,2016-10-14,00:00:00.00,0,-0.0573977
1383,2016-10-15,00:00:00.00,0,-0.0574363
1384,2016-10-16,00:00:00.00,13.2627,-0.0598886
1385,2016-10-17,00:00:00.00,2.8133,-0.062341
1386,2016-10-18,00:00:00.00,0,-0.0647933
1387,2016-10-19,00:00:00.00,4.01899,-0.0672456
1388,2016-10-20,00:00:00.00,4.01899,-0.069698
1389,2016-10-21,00:00:00.00,13.3632,-0.0673332
1390,2016-10-22,00:00:00.00,2.21045,-0.0605811
1391,2016-10-23,00:00:00.00,0,-0.0562637
1392,2016-10-24,00:00:00.00,0,-0.0524063
1393,2016-10-25,00:00:00.00,0,-0.04896
1394,2016-10-26,00:00:00.00,0,-0.0458808
1395,2016-10-27,00:00:00.00,0,-0.0431297
1396,2016-10-28,00:00:00.00,3.41614,-0.0406718
1397,2016-10-29,00:00:00.00,0.502374,-0.0384758
1398,2016-10-30,00:00:00.00,0,-0.0398919
1399,2016-10-31,00:00:00.00,0.703324,-0.0398919
1400,2016-11-01,00:00:00.00,0,-0.0398919
1401,2016-11-02,00:00:00.00,0,-0.0407484
1402,2016-11-03,00:00:00.00,21.5016,0.0308731
1403,2016-11-04,00:00:00.00,0.401899,0.133718
1404,2016-11-05,00:00:00.00,0,0.169486
1405,2016-11-06,00:00:00.00,0,0.168647
1406,2016-11-07,00:00:00.00,0,0.153272
1407,2016-11-08,00:00:00.00,0,0.132521
1408,2016-11-09,00:00:00.00,0.602849,0.1099
1409,2016-11-10,00:00:00.00,0.20095,0.08702
1410,2016-11-11,00:00:00.00,0.20095,0.0644837
1411,2016-11-12,00:00:00.00,0,0.0465127
1412,2016-11-13,00:00:00.00,0,0.0345645
1413,2016-11-14,00:00:00.00,0,0.0251402
1414,2016-11-15,00:00:00.00,0,0.0180813
1415,2016-11-16,00:00:00.00,0.602849,0.0127941
1416,2016-11-17,00:00:00.00,0.401899,0.00883397
1417,2016-11-18,00:00:00.00,0,0.00586774
1418,2016-11-19,00:00:00.00,0.401899,0.003646
1419,2016-11-20,00:00:00.00,14.6693,0.0343385
1420,2016-11-21,00:00:00.00,0,0.0835025
1421,2016-11-22,00:00:00.00,0,0.107341
1422,2016-11-23,00:00:00.00,0,0.115063
1423,2016-11-24,00:00:00.00,6.02849,0.114421
1424,2016-11-25,00:00:00.00,3.01425,0.10956
1425,2016-11-26,00:00:00.00,1.2057,0.107022
1426,2016-11-27,00:00:00.00,0.803799,0.104095
1427,2016-11-28,00:00:00.00,0,0.0942486
1428,2016-11-29,00:00:00.00,6.83229,0.0934811
1429,2016-11-30,00:00:00.00,0.401899,0.0953274
1430,2016-12-01,00:00:00.00,10.6503,0.119463
1431,2016-12-02,00:00:00.00,2.61235,0.154865
1432,2016-12-03,00:00:00.00,1.2057,0.160422
1433,2016-12-04,00:00:00.00,0,0.153005
1434,2016-12-05,00:00:00.00,9.04274,0.140686
1435,2016-12-06,00:00:00.00,0,0.153359
1436,2016-12-07,00:00:00.00,0,0.175187
1437,2016-12-08,00:00:00.00,0,0.173063
1438,2016-12-09,00:00:00.00,2.0095,0.162945
1439,2016-12-10,00:00:00.00,1.00475,0.151999
1440,2016-12-11,00:00:00.00,1.80855,0.141671
1441,2016-12-12,00:00:00.00,16.076,0.131728
1442,2016-12-13,00:00:00.00,1.00475,0.1208
1443,2016-12-14,00:00:00.00,3.01425,0.110425
1444,2016-12-15,00:00:00.00,14.0665,0.102066
1445,2016-12-16,00:00:00.00,28.133,0.0947418
1446,2016-12-17,00:00:00.00,14.4684,0.0878386
1447,2016-12-18,00:00:00.00,1.00475,0.0813476
1448,2016-12-19,00:00:00.00,0.602849,0.0753594
1449,2016-12-20,00:00:00.00,0,0.0698987
1450,2016-12-21,00:00:00.00,0,0.0649555
1451,2016-12-22,00:00:00.00,1.80855,0.0605012
1452,2016-12-23,00:00:00.00,0,0.0549652
1453,2016-12-24,00:00:00.00,3.01425,0.0485216
1454,2016-12-25,00:00:00.00,0.20095,0.0406904
1455,2016-12-26,00:00:00.00,3.01425,0.0315143
1456,2016-12-27,00:00:00.00,27.1282,0.162299
1457,2016-12-28,00:00:00.00,0.20095,0.332015
1458,2016-12-29,00:00:00.00,10.4494,0.364461
1459,2016-12-30,00:00:00.00,16.076,0.351562
1460,2016-12-31,00:00:00.00,7.63609,0.329087
1461,2017-01-01,00:00:00.00,7.03324,0.305695
1462,2017-01-02,00:00:00.00,0,0.282641
1463,2017-01-03,00:00:00.00,10.0475,0.260737
1464,2017-01-04,00:00:00.00,7.43514,0.277066
1465,2017-01-05,00:00:00.00,1.00475,0.303377
1466,2017-01-06,00:00:00.00,1.00475,0.295251
1467,2017-01-07,00:00:00.00,0,0.278353
1468,2017-01-08,00:00:00.00,1.80855,0.259995
1469,2017-01-09,00:00:00.00,0.602849,0.242271
1470,2017-01-10,00:00:00.00,4.62184,0.225434
1471,2017-01-11,00:00:00.00,21.3007,0.208793
1472,2017-01-12,00:00:00.00,23.5111,0.30105
1473,2017-01-13,00:00:00.00,1.80855,0.435115
1474,2017-01-14,00:00:00.00,0,0.461362
1475,2017-01-15,00:00:00.00,0,0.440061
1476,2017-01-16,00:00:00.00,0,0.410664
1477,2017-01-17,00:00:00.00,3.41614,0.380868
1478,2017-01-18,00:00:00.00,10.0475,0.3526
1479,2017-01-19,00:00:00.00,1.40665,0.326316
1480,2017-01-20,00:00:00.00,0.20095,0.307516
1481,2017-01-21,00:00:00.00,0.904274,0.311316
1482,2017-01-22,00:00:00.00,0,0.369159
1483,2017-01-23,00:00:00.00,1.00475,0.464769
1484,2017-01-24,00:00:00.00,0,0.552952
1485,2017-01-25,00:00:00.00,0,0.582731
1486,2017-01-26,00:00:00.00,2.21045,0.576355
1487,2017-01-27,00:00:00.00,4.62184,0.577537
1488,2017-01-28,00:00:00.00,4.62184,0.556102
1489,2017-01-29,00:00:00.00,6.02849,0.51835
1490,2017-01-30,00:00:00.00,0,0.48088
1491,2017-01-31,00:00:00.00,1.00475,0.446549
1492,2017-02-01,00:00:00.00,2.61235,0.414755
1493,2017-02-02,00:00:00.00,3.01425,0.383899
1494,2017-02-03,00:00:00.00,0,0.354855
1495,2017-02-04,00:00:00.00,3.01425,0.328839
1496,2017-02-05,00:00:00.00,0.401899,0.305055
1497,2017-02-06,00:00:00.00,1.40665,0.281776
1498,2017-02-07,00:00:00.00,0,0.258998
1499,2017-02-08,00:00:00.00,11.2532,0.256702
1500,2017-02-09,00:00:00.00,0,0.260595
1501,2017-02-10,00:00:00.00,0,0.24853
1502,2017-02-11,00:00:00.00,5.02374,0.232447
1503,2017-02-12,00:00:00.00,9.04274,0.214534
1504,2017-02-13,00:00:00.00,14.0665,0.196552
1505,2017-02-14,00:00:00.00,0,0.179086
1506,2017-02-15,00:00:00.00,0,0.162384
1507,2017-02-16,00:00:00.00,0,0.146854
1508,2017-02-17,00:00:00.00,0,0.133582
1509,2017-02-18,00:00:00.00,0,0.12169
1510,2017-02-19,00:00:00.00,0,0.134378
1511,2017-02-20,00:00:00.00,0,0.234947
1512,2017-02-21,00:00:00.00,0,0.350289
1513,2017-02-22,00:00:00.00,7.03324,0.452596
1514,2017-02-23,00:00:00.00,2.0095,0.648768
1515,2017-02-24,00:00:00.00,3.21519,1.17987
1516,2017-02-25,00:00:00.00,13.2627,1.42862
1517,2017-02-26,00:00:00.00,1.00475,1.2604
1518,2017-02-27,00:00:00.00,0,1.20073
1519,2017-02-28,00:00:00.00,0,1.13779
1520,2017-03-01,00:00:00.00,29.4391,1.20806
1521,2017-03-02,00:00:00.00,0.602849,1.24883
1522,2017-03-03,00:00:00.00,2.4114,1.16086
1523,2017-03-04,00:00:00.00,1.00475,1.07825
1524,2017-03-05,00:00:00.00,0,1.0017
1525,2017-03-06,00:00:00.00,0,0.930588
1526,2017-03-07,00:00:00.00,13.8655,0.91939
1527,2017-03-08,00:00:00.00,1.10522,0.917868
1528,2017-03-09,00:00:00.00,0,0.861106
1529,2017-03-10,00:00:00.00,0,0.798614
1530,2017-03-11,00:00:00.00,3.61709,0.740732
1531,2017-03-12,00:00:00.00,1.00475,0.688769
1532,2017-03-13,00:00:00.00,0,0.6408
1533,2017-03-14,00:00:00.00,2.4114,0.596393
1534,2017-03-15,00:00:00.00,0,0.555328
1535,2017-03-16,00:00:00.00,0,0.517216
1536,2017-03-17,00:00:00.00,0,0.481794
1537,2017-03-18,00:00:00.00,2.0095,0.447613
1538,2017-03-19,00:00:00.00,0,0.412458
1539,2017-03-20,00:00:00.00,0,0.407216
1540,2017-03-21,00:00:00.00,2.0095,0.41484
1541,2017-03-22,00:00:00.00,0,0.398246
1542,2017-03-23,00:00:00.00,0,0.374847
1543,2017-03-24,00:00:00.00,7.53561,0.350482
1544,2017-03-25,00:00:00.00,5.02374,0.373147
1545,2017-03-26,00:00:00.00,5.22469,0.420438
1546,2017-03-27,00:00:00.00,7.83704,0.451661
1547,2017-03-28,00:00:00.00,0.401899,0.465027
1548,2017-03-29,00:00:00.00,0,0.445023
1549,2017-03-30,00:00:00.00,0,0.417049
1550,2017-03-31,00:00:00.00,3.01425,0.394048
1551,2017-04-01,00:00:00.00,1.80855,0.371465
1552,2017-04-02,00:00:00.00,0,0.346999
1553,2017-04-03,00:00:00.00,1.00475,0.321386
1554,2017-04-04,00:00:00.00,18.8893,0.367499
1555,2017-04-05,00:00:00.00,9.24369,0.456098
1556,2017-04-06,00:00:00.00,2.0095,0.468939
1557,2017-04-07,00:00:00.00,25.9225,0.532761
1558,2017-04-08,00:00:00.00,0,0.605592
1559,2017-04-09,00:00:00.00,0,0.575247
1560,2017-04-10,00:00:00.00,0,0.520974
1561,2017-04-11,00:00:00.00,8.64084,0.484956
1562,2017-04-12,00:00:00.00,0,0.453707
1563,2017-04-13,00:00:00.00,0,0.412366
1564,2017-04-14,00:00:00.00,0,0.372395
1565,2017-04-15,00:00:00.00,0,0.323631
1566,2017-04-16,00:00:00.00,4.21994,0.270834
1567,2017-04-17,00:00:00.00,1.80855,0.217612
1568,2017-04-18,00:00:00.00,0,0.168135
1569,2017-04-19,00:00:00.00,0.20095,0.133882
1570,2017-04-20,00:00:00.00,1.80855,0.111105
1571,2017-04-21,00:00:00.00,21.3007,0.171326
1572,2017-04-22,00:00:00.00,0,0.246823
1573,2017-04-23,00:00:00.00,0,0.236572
1574,2017-04-24,00:00:00.00,0,0.19626
1575,2017-04-25,00:00:00.00,0.401899,0.146448
1576,2017-04-26,00:00:00.00,4.01899,0.103225
1577,2017-04-27,00:00:00.00,0,0.075321
1578,2017-04-28,00:00:00.00,5.02374,0.0580122
1579,2017-04-29,00:00:00.00,0,0.0468956
1580,2017-04-30,00:00:00.00,2.0095,0.038667
