time,date,hour,precip [mm/day],02GA016 
531,2014-06-16,00:00:00.00,2.61235,-0.0516736
532,2014-06-17,00:00:00.00,0,-0.0589835
533,2014-06-18,00:00:00.00,10.6503,-0.0669182
534,2014-06-19,00:00:00.00,1.40665,-0.0732362
535,2014-06-20,00:00:00.00,0,-0.0800502
536,2014-06-21,00:00:00.00,0,-0.0800502
537,2014-06-22,00:00:00.00,0,-0.0843845
538,2014-06-23,00:00:00.00,0,-0.0892148
539,2014-06-24,00:00:00.00,3.61709,-0.094541
540,2014-06-25,00:00:00.00,12.6598,-0.102476
541,2014-06-26,00:00:00.00,0,-0.10929
542,2014-06-27,00:00:00.00,0,-0.117095
543,2014-06-28,00:00:00.00,0,-0.12503
544,2014-06-29,00:00:00.00,0,-0.132965
545,2014-06-30,00:00:00.00,9.24369,-0.1409
546,2014-07-01,00:00:00.00,0.20095,-0.148834
547,2014-07-02,00:00:00.00,4.42089,-0.157331
548,2014-07-03,00:00:00.00,0.803799,-0.164202
549,2014-07-04,00:00:00.00,0,-0.164202
550,2014-07-05,00:00:00.00,0,-0.164202
551,2014-07-06,00:00:00.00,0,-0.164202
552,2014-07-07,00:00:00.00,27.3292,-0.164639
553,2014-07-08,00:00:00.00,1.00475,-0.170915
554,2014-07-09,00:00:00.00,27.5301,-0.118236
555,2014-07-10,00:00:00.00,0.20095,-0.0145343
556,2014-07-11,00:00:00.00,0.20095,0.06659
557,2014-07-12,00:00:00.00,24.114,0.172012
558,2014-07-13,00:00:00.00,12.2579,0.253389
559,2014-07-14,00:00:00.00,2.8133,0.226521
560,2014-07-15,00:00:00.00,10.0475,0.190834
561,2014-07-16,00:00:00.00,0.401899,0.183695
562,2014-07-17,00:00:00.00,1.00475,0.173251
563,2014-07-18,00:00:00.00,0,0.162187
564,2014-07-19,00:00:00.00,0,0.151564
565,2014-07-20,00:00:00.00,3.01425,0.141373
566,2014-07-21,00:00:00.00,0,0.111862
567,2014-07-22,00:00:00.00,0,0.0718496
568,2014-07-23,00:00:00.00,0.602849,0.0450713
569,2014-07-24,00:00:00.00,0,0.033759
570,2014-07-25,00:00:00.00,0,0.0252859
571,2014-07-26,00:00:00.00,0,0.0189395
572,2014-07-27,00:00:00.00,0,0.0137494
573,2014-07-28,00:00:00.00,27.3292,0.0888503
574,2014-07-29,00:00:00.00,0.401899,0.204751
575,2014-07-30,00:00:00.00,0.602849,0.241248
576,2014-07-31,00:00:00.00,13.2627,0.269489
577,2014-08-01,00:00:00.00,0,0.292267
578,2014-08-02,00:00:00.00,0,0.273177
579,2014-08-03,00:00:00.00,8.43989,0.24031
580,2014-08-04,00:00:00.00,0.20095,0.191009
581,2014-08-05,00:00:00.00,4.82279,0.12622
582,2014-08-06,00:00:00.00,3.61709,0.0790763
583,2014-08-07,00:00:00.00,0,0.0549346
584,2014-08-08,00:00:00.00,0,0.039875
585,2014-08-09,00:00:00.00,0,0.0298669
586,2014-08-10,00:00:00.00,0,0.0212152
587,2014-08-11,00:00:00.00,0,0.0135445
588,2014-08-12,00:00:00.00,27.1282,0.10216
589,2014-08-13,00:00:00.00,2.21045,0.209096
590,2014-08-14,00:00:00.00,0.20095,0.224706
591,2014-08-15,00:00:00.00,0,0.219863
592,2014-08-16,00:00:00.00,0,0.208523
593,2014-08-17,00:00:00.00,4.62184,0.19561
594,2014-08-18,00:00:00.00,0,0.182532
595,2014-08-19,00:00:00.00,0,0.169898
596,2014-08-20,00:00:00.00,0,0.158206
597,2014-08-21,00:00:00.00,11.856,0.157353
598,2014-08-22,00:00:00.00,0.401899,0.135222
599,2014-08-23,00:00:00.00,0,0.0887836
600,2014-08-24,00:00:00.00,0,0.0580905
601,2014-08-25,00:00:00.00,0,0.0391331
602,2014-08-26,00:00:00.00,0,0.0257748
603,2014-08-27,00:00:00.00,0,0.0129567
604,2014-08-28,00:00:00.00,0,0.00970475
605,2014-08-29,00:00:00.00,0,0.00726898
606,2014-08-30,00:00:00.00,0,0.00544456
607,2014-08-31,00:00:00.00,0,-0.00259678
608,2014-09-01,00:00:00.00,1.80855,-0.00985681
609,2014-09-02,00:00:00.00,9.64558,-0.014818
610,2014-09-03,00:00:00.00,9.64558,-0.0197793
611,2014-09-04,00:00:00.00,0,-0.0247405
612,2014-09-05,00:00:00.00,0,-0.0297017
613,2014-09-06,00:00:00.00,76.7628,0.214565
614,2014-09-07,00:00:00.00,0.20095,0.494992
615,2014-09-08,00:00:00.00,0,0.515077
616,2014-09-09,00:00:00.00,0,0.473543
617,2014-09-10,00:00:00.00,0,0.408345
618,2014-09-11,00:00:00.00,63.2992,0.520882
619,2014-09-12,00:00:00.00,0.803799,0.671249
620,2014-09-13,00:00:00.00,0.602849,0.648518
621,2014-09-14,00:00:00.00,4.62184,0.605525
622,2014-09-15,00:00:00.00,0,0.56306
623,2014-09-16,00:00:00.00,2.0095,0.523303
624,2014-09-17,00:00:00.00,0,0.486396
625,2014-09-18,00:00:00.00,0,0.452237
626,2014-09-19,00:00:00.00,0,0.420413
627,2014-09-20,00:00:00.00,0,0.390797
628,2014-09-21,00:00:00.00,18.2864,0.419689
629,2014-09-22,00:00:00.00,5.22469,0.443065
630,2014-09-23,00:00:00.00,0,0.412768
631,2014-09-24,00:00:00.00,0,0.383887
632,2014-09-25,00:00:00.00,0,0.352462
633,2014-09-26,00:00:00.00,0,0.315345
634,2014-09-27,00:00:00.00,0,0.267868
635,2014-09-28,00:00:00.00,0,0.204373
636,2014-09-29,00:00:00.00,0,0.13427
637,2014-09-30,00:00:00.00,7.43514,0.0861396
638,2014-10-01,00:00:00.00,2.0095,0.062083
639,2014-10-02,00:00:00.00,0.20095,0.0431002
640,2014-10-03,00:00:00.00,0,0.030138
641,2014-10-04,00:00:00.00,21.7026,0.0952394
642,2014-10-05,00:00:00.00,1.6076,0.193336
643,2014-10-06,00:00:00.00,0.803799,0.223717
644,2014-10-07,00:00:00.00,10.8513,0.240948
645,2014-10-08,00:00:00.00,0.803799,0.242701
646,2014-10-09,00:00:00.00,0.602849,0.217646
647,2014-10-10,00:00:00.00,0,0.195734
648,2014-10-11,00:00:00.00,0,0.179536
649,2014-10-12,00:00:00.00,0,0.165897
650,2014-10-13,00:00:00.00,0,0.154067
651,2014-10-14,00:00:00.00,0.20095,0.136081
652,2014-10-15,00:00:00.00,14.2674,0.149805
653,2014-10-16,00:00:00.00,0.803799,0.170474
654,2014-10-17,00:00:00.00,1.00475,0.14771
655,2014-10-18,00:00:00.00,2.21045,0.108352
656,2014-10-19,00:00:00.00,0.401899,0.0756518
657,2014-10-20,00:00:00.00,3.01425,0.0566907
658,2014-10-21,00:00:00.00,12.8608,0.0938294
659,2014-10-22,00:00:00.00,3.01425,0.157768
660,2014-10-23,00:00:00.00,0,0.181293
661,2014-10-24,00:00:00.00,0,0.17741
662,2014-10-25,00:00:00.00,0,0.161884
663,2014-10-26,00:00:00.00,0,0.133963
664,2014-10-27,00:00:00.00,0,0.10697
665,2014-10-28,00:00:00.00,1.40665,0.0909576
666,2014-10-29,00:00:00.00,1.2057,0.0698063
667,2014-10-30,00:00:00.00,1.6076,0.0502054
668,2014-10-31,00:00:00.00,1.6076,0.0375831
669,2014-11-01,00:00:00.00,8.43989,0.0636461
670,2014-11-02,00:00:00.00,0,0.109347
671,2014-11-03,00:00:00.00,0,0.125501
672,2014-11-04,00:00:00.00,0,0.121494
673,2014-11-05,00:00:00.00,8.23894,0.137799
674,2014-11-06,00:00:00.00,0,0.161623
675,2014-11-07,00:00:00.00,2.61235,0.160393
676,2014-11-08,00:00:00.00,0,0.153371
677,2014-11-09,00:00:00.00,4.62184,0.157389
678,2014-11-10,00:00:00.00,0.803799,0.164772
679,2014-11-11,00:00:00.00,0.401899,0.155235
680,2014-11-12,00:00:00.00,0.602849,0.136777
681,2014-11-13,00:00:00.00,1.00475,0.119941
682,2014-11-14,00:00:00.00,3.01425,0.108223
683,2014-11-15,00:00:00.00,0.803799,0.0993545
684,2014-11-16,00:00:00.00,1.00475,0.0917772
685,2014-11-17,00:00:00.00,2.61235,0.0847599
686,2014-11-18,00:00:00.00,12.2579,0.0783457
687,2014-11-19,00:00:00.00,1.80855,0.0725305
688,2014-11-20,00:00:00.00,5.82754,0.0672855
689,2014-11-21,00:00:00.00,2.8133,0.0625706
690,2014-11-22,00:00:00.00,0,0.0583411
691,2014-11-23,00:00:00.00,1.80855,0.0545525
692,2014-11-24,00:00:00.00,26.7263,0.274073
693,2014-11-25,00:00:00.00,10.2484,0.601281
694,2014-11-26,00:00:00.00,0,0.696576
695,2014-11-27,00:00:00.00,0,0.663473
696,2014-11-28,00:00:00.00,6.22944,0.61882
697,2014-11-29,00:00:00.00,0,0.576056
698,2014-11-30,00:00:00.00,0,0.53616
699,2014-12-01,00:00:00.00,0.20095,0.516587
700,2014-12-02,00:00:00.00,0.401899,0.502029
701,2014-12-03,00:00:00.00,1.80855,0.47084
702,2014-12-04,00:00:00.00,3.21519,0.43878
703,2014-12-05,00:00:00.00,0,0.408091
704,2014-12-06,00:00:00.00,0,0.379485
705,2014-12-07,00:00:00.00,0,0.361092
706,2014-12-08,00:00:00.00,0,0.346796
707,2014-12-09,00:00:00.00,0,0.325142
708,2014-12-10,00:00:00.00,0.20095,0.301409
709,2014-12-11,00:00:00.00,0.602849,0.279251
710,2014-12-12,00:00:00.00,3.81804,0.25955
711,2014-12-13,00:00:00.00,0,0.240355
712,2014-12-14,00:00:00.00,1.2057,0.220841
713,2014-12-15,00:00:00.00,1.2057,0.209604
714,2014-12-16,00:00:00.00,1.80855,0.232407
715,2014-12-17,00:00:00.00,4.62184,0.283358
716,2014-12-18,00:00:00.00,2.0095,0.308568
717,2014-12-19,00:00:00.00,0,0.299275
718,2014-12-20,00:00:00.00,0,0.282107
719,2014-12-21,00:00:00.00,0,0.263866
720,2014-12-22,00:00:00.00,0,0.246322
721,2014-12-23,00:00:00.00,0,0.229436
722,2014-12-24,00:00:00.00,11.856,0.254753
723,2014-12-25,00:00:00.00,11.6551,0.359011
724,2014-12-26,00:00:00.00,0.602849,0.433796
725,2014-12-27,00:00:00.00,0,0.42676
726,2014-12-28,00:00:00.00,1.80855,0.409265
727,2014-12-29,00:00:00.00,0,0.390166
728,2014-12-30,00:00:00.00,0,0.364514
729,2014-12-31,00:00:00.00,0.803799,0.339956
730,2015-01-01,00:00:00.00,1.00475,0.317111
731,2015-01-02,00:00:00.00,1.40665,0.295665
732,2015-01-03,00:00:00.00,0,0.275086
733,2015-01-04,00:00:00.00,13.0617,0.255357
734,2015-01-05,00:00:00.00,13.6646,0.243123
735,2015-01-06,00:00:00.00,1.00475,0.23441
736,2015-01-07,00:00:00.00,2.0095,0.221358
737,2015-01-08,00:00:00.00,1.2057,0.207695
738,2015-01-09,00:00:00.00,2.0095,0.194505
739,2015-01-10,00:00:00.00,7.43514,0.181831
740,2015-01-11,00:00:00.00,0.401899,0.169834
741,2015-01-12,00:00:00.00,1.2057,0.158801
742,2015-01-13,00:00:00.00,0,0.147706
743,2015-01-14,00:00:00.00,0,0.136987
744,2015-01-15,00:00:00.00,0,0.12739
745,2015-01-16,00:00:00.00,3.01425,0.118784
746,2015-01-17,00:00:00.00,0,0.111058
747,2015-01-18,00:00:00.00,2.0095,0.104118
748,2015-01-19,00:00:00.00,4.01899,0.0966695
749,2015-01-20,00:00:00.00,0,0.0881765
750,2015-01-21,00:00:00.00,0,0.0803279
751,2015-01-22,00:00:00.00,0,0.0738995
752,2015-01-23,00:00:00.00,0,0.0674009
753,2015-01-24,00:00:00.00,0,0.0603184
754,2015-01-25,00:00:00.00,0.401899,0.0532262
755,2015-01-26,00:00:00.00,0,0.0472489
756,2015-01-27,00:00:00.00,0,0.0424821
757,2015-01-28,00:00:00.00,0,0.0383859
758,2015-01-29,00:00:00.00,0,0.0348437
759,2015-01-30,00:00:00.00,3.81804,0.0314062
760,2015-01-31,00:00:00.00,0,0.0282089
761,2015-02-01,00:00:00.00,0,0.0255163
762,2015-02-02,00:00:00.00,18.0855,0.0232264
763,2015-02-03,00:00:00.00,0,0.0212604
764,2015-02-04,00:00:00.00,2.0095,0.0195572
765,2015-02-05,00:00:00.00,1.2057,0.0174585
766,2015-02-06,00:00:00.00,1.40665,0.0153174
767,2015-02-07,00:00:00.00,4.01899,0.0136352
768,2015-02-08,00:00:00.00,2.61235,0.0120974
769,2015-02-09,00:00:00.00,0.803799,0.011061
770,2015-02-10,00:00:00.00,0,0.0102147
771,2015-02-11,00:00:00.00,0,0.0094644
772,2015-02-12,00:00:00.00,2.4114,0.00884933
773,2015-02-13,00:00:00.00,0,0.00835721
774,2015-02-14,00:00:00.00,9.44464,0.00792809
775,2015-02-15,00:00:00.00,0.401899,0.00754829
776,2015-02-16,00:00:00.00,0,0.00720748
777,2015-02-17,00:00:00.00,0,0.00689783
778,2015-02-18,00:00:00.00,2.0095,0.00661343
779,2015-02-19,00:00:00.00,0.20095,0.00634978
780,2015-02-20,00:00:00.00,0,0.00610344
781,2015-02-21,00:00:00.00,4.01899,0.00587178
782,2015-02-22,00:00:00.00,1.2057,0.00565276
783,2015-02-23,00:00:00.00,0,0.0054448
784,2015-02-24,00:00:00.00,0,0.00524667
785,2015-02-25,00:00:00.00,3.21519,0.00505737
786,2015-02-26,00:00:00.00,0,0.00487613
787,2015-02-27,00:00:00.00,0,0.0047023
788,2015-02-28,00:00:00.00,0,0.00453536
789,2015-03-01,00:00:00.00,0,0.00437485
790,2015-03-02,00:00:00.00,0,0.00422041
791,2015-03-03,00:00:00.00,5.02374,0.00407172
792,2015-03-04,00:00:00.00,5.02374,0.00392848
793,2015-03-05,00:00:00.00,0,0.00379044
794,2015-03-06,00:00:00.00,0,0.00365737
795,2015-03-07,00:00:00.00,0,0.00352906
796,2015-03-08,00:00:00.00,0.401899,0.00340533
797,2015-03-09,00:00:00.00,0,0.00328598
798,2015-03-10,00:00:00.00,0,0.00247812
799,2015-03-11,00:00:00.00,0,0.00174953
800,2015-03-12,00:00:00.00,0,0.0552392
801,2015-03-13,00:00:00.00,0,0.132276
802,2015-03-14,00:00:00.00,1.00475,0.16211
803,2015-03-15,00:00:00.00,0.20095,0.183756
804,2015-03-16,00:00:00.00,0,0.200372
805,2015-03-17,00:00:00.00,2.21045,0.284341
806,2015-03-18,00:00:00.00,0,0.37502
807,2015-03-19,00:00:00.00,0,0.376082
808,2015-03-20,00:00:00.00,0,0.356644
809,2015-03-21,00:00:00.00,3.01425,0.359889
810,2015-03-22,00:00:00.00,0.803799,0.399106
811,2015-03-23,00:00:00.00,0,0.417256
812,2015-03-24,00:00:00.00,0,0.398507
813,2015-03-25,00:00:00.00,0,0.373128
814,2015-03-26,00:00:00.00,3.21519,0.344547
815,2015-03-27,00:00:00.00,0.20095,0.356018
816,2015-03-28,00:00:00.00,0,0.379472
817,2015-03-29,00:00:00.00,0,0.364961
818,2015-03-30,00:00:00.00,1.40665,0.342638
819,2015-03-31,00:00:00.00,2.0095,0.325526
820,2015-04-01,00:00:00.00,0,0.308416
821,2015-04-02,00:00:00.00,0,0.294935
822,2015-04-03,00:00:00.00,3.61709,0.587385
823,2015-04-04,00:00:00.00,4.01899,0.841188
824,2015-04-05,00:00:00.00,4.01899,0.771063
825,2015-04-06,00:00:00.00,0.602849,0.716684
826,2015-04-07,00:00:00.00,0,0.681301
827,2015-04-08,00:00:00.00,0,0.653181
828,2015-04-09,00:00:00.00,12.8608,0.661602
829,2015-04-10,00:00:00.00,17.6836,0.731758
830,2015-04-11,00:00:00.00,0,0.754712
831,2015-04-12,00:00:00.00,0,0.711883
832,2015-04-13,00:00:00.00,0,0.658102
833,2015-04-14,00:00:00.00,7.63609,0.615823
834,2015-04-15,00:00:00.00,0,0.573236
835,2015-04-16,00:00:00.00,0,0.512047
836,2015-04-17,00:00:00.00,0.803799,0.451052
837,2015-04-18,00:00:00.00,0,0.392073
838,2015-04-19,00:00:00.00,0,0.334958
839,2015-04-20,00:00:00.00,20.8988,0.346099
840,2015-04-21,00:00:00.00,6.02849,0.380004
841,2015-04-22,00:00:00.00,3.21519,0.361458
842,2015-04-23,00:00:00.00,2.0095,0.335558
843,2015-04-24,00:00:00.00,0,0.312893
844,2015-04-25,00:00:00.00,0,0.29221
845,2015-04-26,00:00:00.00,0,0.272958
846,2015-04-27,00:00:00.00,0,0.247942
847,2015-04-28,00:00:00.00,0,0.213714
848,2015-04-29,00:00:00.00,0,0.169669
849,2015-04-30,00:00:00.00,0,0.123926
850,2015-05-01,00:00:00.00,0,0.0893517
851,2015-05-02,00:00:00.00,0,0.0685203
852,2015-05-03,00:00:00.00,0,0.0542218
853,2015-05-04,00:00:00.00,0,0.0418771
854,2015-05-05,00:00:00.00,0.602849,0.0319832
855,2015-05-06,00:00:00.00,0,0.0287044
856,2015-05-07,00:00:00.00,0,0.0224325
857,2015-05-08,00:00:00.00,0,0.0152992
858,2015-05-09,00:00:00.00,0,0.00925695
859,2015-05-10,00:00:00.00,0,0.00425959
860,2015-05-11,00:00:00.00,2.61235,6.68934e-05
861,2015-05-12,00:00:00.00,0,-0.0040107
862,2015-05-13,00:00:00.00,1.00475,-0.00243911
863,2015-05-14,00:00:00.00,0,-0.000896271
864,2015-05-15,00:00:00.00,0,0.000518213
865,2015-05-16,00:00:00.00,0.20095,-6.86823e-05
866,2015-05-17,00:00:00.00,0,-0.00495859
867,2015-05-18,00:00:00.00,0,-0.0102985
868,2015-05-19,00:00:00.00,3.01425,-0.0160495
869,2015-05-20,00:00:00.00,0,-0.0160495
870,2015-05-21,00:00:00.00,0,-0.0160495
871,2015-05-22,00:00:00.00,0,-0.0168203
872,2015-05-23,00:00:00.00,0,-0.0168203
873,2015-05-24,00:00:00.00,0,-0.0168203
874,2015-05-25,00:00:00.00,0,-0.0227613
875,2015-05-26,00:00:00.00,8.84179,-0.0287022
876,2015-05-27,00:00:00.00,1.00475,-0.0346431
877,2015-05-28,00:00:00.00,0.401899,-0.0405841
878,2015-05-29,00:00:00.00,0,-0.046525
879,2015-05-30,00:00:00.00,0,-0.052466
880,2015-05-31,00:00:00.00,21.3007,-0.0583607
881,2015-06-01,00:00:00.00,12.6598,-0.0582731
882,2015-06-02,00:00:00.00,0,-0.0581948
883,2015-06-03,00:00:00.00,0,-0.0581249
884,2015-06-04,00:00:00.00,0,-0.0580624
885,2015-06-05,00:00:00.00,4.62184,-0.0580066
886,2015-06-06,00:00:00.00,4.62184,-0.0638024
887,2015-06-07,00:00:00.00,0,-0.0638024
888,2015-06-08,00:00:00.00,42.1994,0.0882228
889,2015-06-09,00:00:00.00,9.44464,0.263215
890,2015-06-10,00:00:00.00,0,0.274894
891,2015-06-11,00:00:00.00,10.6503,0.233412
892,2015-06-12,00:00:00.00,5.22469,0.189458
893,2015-06-13,00:00:00.00,16.076,0.205469
894,2015-06-14,00:00:00.00,2.21045,0.230501
895,2015-06-15,00:00:00.00,9.04274,0.216638
896,2015-06-16,00:00:00.00,22.9083,0.246975
897,2015-06-17,00:00:00.00,0,0.252406
898,2015-06-18,00:00:00.00,0,0.203484
899,2015-06-19,00:00:00.00,0,0.151388
900,2015-06-20,00:00:00.00,0,0.0999777
901,2015-06-21,00:00:00.00,0,0.0667583
902,2015-06-22,00:00:00.00,0,0.0413216
903,2015-06-23,00:00:00.00,21.0997,0.0674819
904,2015-06-24,00:00:00.00,0,0.0853523
905,2015-06-25,00:00:00.00,0,0.0584088
906,2015-06-26,00:00:00.00,0,0.0377833
907,2015-06-27,00:00:00.00,0,0.0232087
908,2015-06-28,00:00:00.00,24.9178,0.0620035
909,2015-06-29,00:00:00.00,17.784,0.159565
910,2015-06-30,00:00:00.00,0.20095,0.215075
911,2015-07-01,00:00:00.00,8.23894,0.219827
912,2015-07-02,00:00:00.00,0,0.217346
913,2015-07-03,00:00:00.00,0,0.206961
914,2015-07-04,00:00:00.00,0,0.194427
915,2015-07-05,00:00:00.00,0,0.181512
916,2015-07-06,00:00:00.00,0,0.151681
917,2015-07-07,00:00:00.00,0,0.1036
918,2015-07-08,00:00:00.00,18.6883,0.117967
919,2015-07-09,00:00:00.00,0,0.16795
920,2015-07-10,00:00:00.00,0,0.181495
921,2015-07-11,00:00:00.00,0,0.170489
922,2015-07-12,00:00:00.00,0,0.126573
923,2015-07-13,00:00:00.00,0,0.0776256
924,2015-07-14,00:00:00.00,0,0.0510136
925,2015-07-15,00:00:00.00,8.84179,0.0348817
926,2015-07-16,00:00:00.00,0,0.0261268
927,2015-07-17,00:00:00.00,0.401899,0.0195693
928,2015-07-18,00:00:00.00,8.94226,0.0187695
929,2015-07-19,00:00:00.00,0,0.0107403
930,2015-07-20,00:00:00.00,0,0.00061458
931,2015-07-21,00:00:00.00,1.00475,-0.00156583
932,2015-07-22,00:00:00.00,0,-0.00312702
933,2015-07-23,00:00:00.00,0,-0.00312702
934,2015-07-24,00:00:00.00,0,-0.00312702
935,2015-07-25,00:00:00.00,0,-0.00468822
936,2015-07-26,00:00:00.00,0,-0.0131527
937,2015-07-27,00:00:00.00,0,-0.0205551
938,2015-07-28,00:00:00.00,0,-0.0290514
939,2015-07-29,00:00:00.00,0,-0.0375477
940,2015-07-30,00:00:00.00,0,-0.046044
941,2015-07-31,00:00:00.00,0,-0.0523843
942,2015-08-01,00:00:00.00,3.81804,-0.0555386
943,2015-08-02,00:00:00.00,0,-0.0577674
944,2015-08-03,00:00:00.00,21.0997,-0.0613131
945,2015-08-04,00:00:00.00,0,-0.0639513
946,2015-08-05,00:00:00.00,4.62184,-0.0661801
947,2015-08-06,00:00:00.00,0,-0.0661801
948,2015-08-07,00:00:00.00,0,-0.0661801
949,2015-08-08,00:00:00.00,0,-0.0670477
950,2015-08-09,00:00:00.00,0,-0.0670477
951,2015-08-10,00:00:00.00,0,-0.068369
952,2015-08-11,00:00:00.00,16.2769,-0.0657466
953,2015-08-12,00:00:00.00,0,-0.0644295
954,2015-08-13,00:00:00.00,0.20095,-0.0643993
955,2015-08-14,00:00:00.00,10.2484,-0.0643723
956,2015-08-15,00:00:00.00,1.40665,-0.0715797
957,2015-08-16,00:00:00.00,0,-0.0788397
958,2015-08-17,00:00:00.00,0,-0.0860997
959,2015-08-18,00:00:00.00,0,-0.0933598
960,2015-08-19,00:00:00.00,0,-0.10062
961,2015-08-20,00:00:00.00,6.43039,-0.10788
962,2015-08-21,00:00:00.00,6.63134,-0.112831
963,2015-08-22,00:00:00.00,0,-0.112831
964,2015-08-23,00:00:00.00,0,-0.112831
965,2015-08-24,00:00:00.00,1.6076,-0.114606
966,2015-08-25,00:00:00.00,1.6076,-0.114606
967,2015-08-26,00:00:00.00,0,-0.114606
968,2015-08-27,00:00:00.00,0,-0.114606
969,2015-08-28,00:00:00.00,0,-0.114606
970,2015-08-29,00:00:00.00,0,-0.114606
971,2015-08-30,00:00:00.00,0,-0.114606
972,2015-08-31,00:00:00.00,0.401899,-0.120011
973,2015-09-01,00:00:00.00,0,-0.127271
974,2015-09-02,00:00:00.00,0,-0.132233
975,2015-09-03,00:00:00.00,0,-0.137194
976,2015-09-04,00:00:00.00,4.62184,-0.142155
977,2015-09-05,00:00:00.00,0,-0.147116
978,2015-09-06,00:00:00.00,0,-0.152078
979,2015-09-07,00:00:00.00,0,-0.157039
980,2015-09-08,00:00:00.00,1.00475,-0.162
981,2015-09-09,00:00:00.00,5.42564,-0.166961
982,2015-09-10,00:00:00.00,0,-0.171922
983,2015-09-11,00:00:00.00,0,-0.175029
984,2015-09-12,00:00:00.00,4.62184,-0.177826
985,2015-09-13,00:00:00.00,0,-0.177826
986,2015-09-14,00:00:00.00,0,-0.177826
987,2015-09-15,00:00:00.00,0,-0.177826
988,2015-09-16,00:00:00.00,0,-0.182787
989,2015-09-17,00:00:00.00,0,-0.187749
990,2015-09-18,00:00:00.00,0,-0.19271
991,2015-09-19,00:00:00.00,1.6076,-0.197671
992,2015-09-20,00:00:00.00,5.22469,-0.202632
993,2015-09-21,00:00:00.00,0,-0.202632
994,2015-09-22,00:00:00.00,0,-0.203259
995,2015-09-23,00:00:00.00,0,-0.204195
996,2015-09-24,00:00:00.00,0,-0.207922
997,2015-09-25,00:00:00.00,0,-0.212884
998,2015-09-26,00:00:00.00,0,-0.216611
999,2015-09-27,00:00:00.00,0,-0.217547
1000,2015-09-28,00:00:00.00,0.803799,-0.220034
1001,2015-09-29,00:00:00.00,0.803799,-0.224995
1002,2015-09-30,00:00:00.00,2.8133,-0.229956
1003,2015-10-01,00:00:00.00,0,-0.229956
1004,2015-10-02,00:00:00.00,0,-0.230148
1005,2015-10-03,00:00:00.00,0,-0.23034
1006,2015-10-04,00:00:00.00,4.01899,-0.23034
1007,2015-10-05,00:00:00.00,2.0095,-0.231758
1008,2015-10-06,00:00:00.00,0.904274,-0.234211
1009,2015-10-07,00:00:00.00,0,-0.236663
1010,2015-10-08,00:00:00.00,0,-0.239115
1011,2015-10-09,00:00:00.00,23.913,-0.240442
1012,2015-10-10,00:00:00.00,0.20095,-0.242646
1013,2015-10-11,00:00:00.00,0,-0.243229
1014,2015-10-12,00:00:00.00,0,-0.245655
1015,2015-10-13,00:00:00.00,0.20095,-0.248107
1016,2015-10-14,00:00:00.00,2.8133,-0.249832
1017,2015-10-15,00:00:00.00,0,-0.250483
1018,2015-10-16,00:00:00.00,9.64558,-0.251442
1019,2015-10-17,00:00:00.00,3.01425,-0.251442
1020,2015-10-18,00:00:00.00,0,-0.251442
1021,2015-10-19,00:00:00.00,0,-0.251442
1022,2015-10-20,00:00:00.00,1.6076,-0.251442
1023,2015-10-21,00:00:00.00,0.803799,-0.253894
1024,2015-10-22,00:00:00.00,6.43039,-0.256346
1025,2015-10-23,00:00:00.00,0,-0.258799
1026,2015-10-24,00:00:00.00,0.20095,-0.258799
1027,2015-10-25,00:00:00.00,13.0617,-0.252421
1028,2015-10-26,00:00:00.00,0.20095,-0.24405
1029,2015-10-27,00:00:00.00,0,-0.240565
1030,2015-10-28,00:00:00.00,8.64084,-0.235461
1031,2015-10-29,00:00:00.00,25.7216,-0.118409
1032,2015-10-30,00:00:00.00,2.8133,0.0829565
1033,2015-10-31,00:00:00.00,0,0.202595
1034,2015-11-01,00:00:00.00,11.6551,0.274201
1035,2015-11-02,00:00:00.00,0,0.311543
1036,2015-11-03,00:00:00.00,0,0.299041
1037,2015-11-04,00:00:00.00,0,0.273109
1038,2015-11-05,00:00:00.00,0,0.244606
1039,2015-11-06,00:00:00.00,4.62184,0.220411
1040,2015-11-07,00:00:00.00,6.63134,0.214234
1041,2015-11-08,00:00:00.00,1.40665,0.210531
1042,2015-11-09,00:00:00.00,0.401899,0.19195
1043,2015-11-10,00:00:00.00,0,0.168757
1044,2015-11-11,00:00:00.00,9.74606,0.177469
1045,2015-11-12,00:00:00.00,1.80855,0.197796
1046,2015-11-13,00:00:00.00,9.64558,0.223626
1047,2015-11-14,00:00:00.00,2.21045,0.252248
1048,2015-11-15,00:00:00.00,0.602849,0.247743
1049,2015-11-16,00:00:00.00,0,0.228728
1050,2015-11-17,00:00:00.00,0,0.204125
1051,2015-11-18,00:00:00.00,0,0.178503
1052,2015-11-19,00:00:00.00,6.22944,0.173447
1053,2015-11-20,00:00:00.00,0.20095,0.176387
1054,2015-11-21,00:00:00.00,0,0.164665
1055,2015-11-22,00:00:00.00,14.8703,0.15212
1056,2015-11-23,00:00:00.00,0.401899,0.141154
1057,2015-11-24,00:00:00.00,2.0095,0.130962
1058,2015-11-25,00:00:00.00,0,0.121002
1059,2015-11-26,00:00:00.00,1.2057,0.133263
1060,2015-11-27,00:00:00.00,4.32042,0.21334
1061,2015-11-28,00:00:00.00,10.4494,0.328219
1062,2015-11-29,00:00:00.00,0,0.383007
1063,2015-11-30,00:00:00.00,0,0.375727
1064,2015-12-01,00:00:00.00,0.401899,0.354197
