time [d], date, hour, day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air_density [kg/m3], air_pressure [KPa], rel_humidity [-], cloud_cover [-], ET_radiation [MJ/m2/d], SW_radiation [MJ/m2/d], net_SW_radiation [MJ/m2/d], LW_incoming [MJ/m2/d], net_LW_radiation [MJ/m2/d], wind_speed [m/s], PET [mm/d], OW_PET [mm/d], daily_correction [-], potential_melt [mm/d]
111,2013-04-22,00:00:00.00,1.90217,0,0,0.966056,-5.53394,7.46606,0.966056,-33333.3,-33333.3,1.20949,95.4175,0.5,0,35.7521,27.9808,9.50911,19.9911,-7.40146,2,0,0,1,6.99683
112,2013-04-23,00:00:00.00,1.91938,0,0,5.46606,-2.03394,12.9661,5.46606,-33333.3,-33333.3,1.18996,95.5102,0.5,0,35.9495,27.8624,23.425,22.0318,-7.20425,2,1.65359,1.65359,1,39.8351
113,2013-04-24,00:00:00.00,1.9366,0.602849,0,9.21606,2.46606,15.9661,9.21606,-33333.3,-33333.3,1.17385,95.5853,0.5,0,36.1441,27.7323,23.2873,23.8557,-6.98636,2,2.71302,2.71302,1,67.5756
114,2013-04-25,00:00:00.00,1.95381,9.04274,0,6.21606,2.96606,9.46606,6.21606,-33333.3,-33333.3,1.18672,95.5254,0.5,0,36.3358,28.1269,23.5818,22.3874,-7.16469,2,2.16228,2.16228,1,45.8532
115,2013-04-26,00:00:00.00,1.97103,2.4114,0,3.21606,-1.53394,7.96606,3.21606,-33333.3,-33333.3,1.19969,95.4642,0.5,0,36.5247,28.4878,23.8964,20.9917,-7.3113,2,0.127512,0.127512,1,23.8641
116,2013-04-27,00:00:00.00,1.98824,0,0,5.46606,-0.533944,11.4661,5.46606,-33333.3,-33333.3,1.18996,95.5102,0.5,0,36.7107,28.4898,23.9313,22.0318,-7.20425,2,1.65359,1.65359,1,40.7962
117,2013-04-28,00:00:00.00,2.00546,0,0,10.4661,1.96606,18.9661,10.4661,-33333.3,-33333.3,1.16851,95.6099,0.5,0,36.8937,28.2341,23.6876,24.4895,-6.90229,2,2.71302,2.71302,1,78.5613
118,2013-04-29,00:00:00.00,2.02267,7.23419,0,12.4661,5.96606,18.9661,12.4661,-33333.3,-33333.3,1.15997,95.6488,0.5,0,37.0737,28.1878,23.6013,25.5313,-6.75537,2,2.71302,2.71302,1,94.1005
119,2013-04-30,00:00:00.00,2.03988,0,0,10.7161,8.46606,12.9661,10.7161,-33333.3,-33333.3,1.16744,95.6148,0.5,0,37.2507,28.5016,23.8735,24.6178,-6.88476,2,2.71302,2.71302,1,81.3376
120,2013-05-01,00:00:00.00,2.0571,0,0,14.9661,9.96606,19.9661,14.9661,-33333.3,-33333.3,1.14932,95.6967,0.5,0,37.4247,28.2018,23.575,26.8824,-6.54955,2,2.71302,2.71302,1,114.213
121,2013-05-02,00:00:00.00,2.07431,0,0,17.9661,11.9661,23.9661,17.9661,-33333.3,-33333.3,1.13653,95.7532,0.5,0,37.5956,27.9704,23.3346,28.5775,-6.26868,2,5.70744,5.70744,1,137.837
122,2013-05-03,00:00:00.00,2.09153,0,0,16.7161,9.96606,23.4661,16.7161,-33333.3,-33333.3,1.14186,95.7298,0.5,0,37.7634,28.2639,23.4795,27.8613,-6.39031,2,5.70744,5.70744,1,128.917
123,2013-05-04,00:00:00.00,2.10874,0,0,16.4661,9.46606,23.4661,16.4661,-33333.3,-33333.3,1.14293,95.7251,0.5,0,37.928,28.4264,23.514,27.7197,-6.41384,2,5.70744,5.70744,1,127.64
124,2013-05-05,00:00:00.00,2.12595,0,0,15.7161,9.46606,21.9661,15.7161,-33333.3,-33333.3,1.14612,95.711,0.5,0,38.0895,28.6468,23.595,27.2985,-6.48287,2,5.70744,5.70744,1,122.438
125,2013-05-06,00:00:00.00,2.14317,0,0,15.4661,7.46606,23.4661,15.4661,-33333.3,-33333.3,1.14719,95.7062,0.5,0,38.2479,28.8032,23.622,27.1592,-6.50535,2,5.70744,5.70744,1,121.083
126,2013-05-07,00:00:00.00,2.16038,0,0,15.2161,6.96606,23.4661,15.2161,-33333.3,-33333.3,1.14825,95.7015,0.5,0,38.403,28.9569,23.6457,27.0205,-6.52758,2,5.70744,5.70744,1,119.7
127,2013-05-08,00:00:00.00,2.1776,0,0,15.9661,7.46606,24.4661,15.9661,-33333.3,-33333.3,1.14506,95.7157,0.5,0,38.5549,28.988,23.5698,27.4384,-6.46012,2,5.70744,5.70744,1,126.193
128,2013-05-09,00:00:00.00,2.19481,0.803799,0,17.7161,10.9661,24.4661,17.7161,-33333.3,-33333.3,1.1376,95.7485,0.5,0,38.7036,28.8827,23.3934,28.4331,-6.29354,2,5.70744,5.70744,1,140.672
129,2013-05-10,00:00:00.00,2.21203,0.20095,0,18.7161,12.9661,24.4661,18.7161,-33333.3,-33333.3,1.13333,95.7671,0.5,0,38.849,28.8615,23.3087,29.0142,-6.19249,2,5.70744,5.70744,1,149.283
130,2013-05-11,00:00:00.00,2.22924,23.1092,0,12.9661,9.96606,15.9661,12.9661,-33333.3,-33333.3,1.15784,95.6585,0.5,0,38.9912,29.6823,23.8984,25.7971,-6.7162,2,2.52411,2.52411,1,103.877
131,2013-05-12,00:00:00.00,2.24645,0.20095,0,7.71606,4.46606,10.9661,7.71606,-33333.3,-33333.3,1.18028,95.5555,0.5,0,39.13,30.296,24.7265,23.1123,-7.0796,2,0,0,1,62.0833
132,2013-05-13,00:00:00.00,2.26367,4.44089e-16,2.61235,3.01606,0.0660558,5.96606,3.01606,-33333.3,-33333.3,1.20056,95.4601,0.5,0,39.2655,30.7589,25.1082,20.9012,-7.31998,2,0,0,1,24.3694
133,2013-05-14,00:00:00.00,2.28088,0,0,4.21606,-0.0339442,8.46606,4.21606,-33333.3,-33333.3,1.19536,95.4848,0.5,0,39.3977,30.7848,25.179,21.449,-7.26585,2,0,0,1,34.2053
134,2013-05-15,00:00:00.00,2.2981,0.803799,0,4.71606,-0.533944,9.96606,4.71606,-33333.3,-33333.3,1.19319,95.495,0.5,0,39.5266,30.8541,25.2357,21.6806,-7.24185,2,0,0,1,38.4152
135,2013-05-16,00:00:00.00,2.31531,0,0,13.4661,5.96606,20.9661,13.4661,-33333.3,-33333.3,1.15571,95.6681,0.5,0,39.6521,30.1569,24.6805,26.0651,-6.67605,2,3.23754,3.23754,1,110.118
136,2013-05-17,00:00:00.00,2.33252,0,0,13.2161,7.46606,18.9661,13.2161,-33333.3,-33333.3,1.15677,95.6633,0.5,0,39.7743,30.2824,24.7225,25.9308,-6.69625,2,2.88083,2.88083,1,108.485
137,2013-05-18,00:00:00.00,2.34974,0,0,10.4661,3.46606,17.4661,10.4661,-33333.3,-33333.3,1.16851,95.6099,0.5,0,39.8931,30.664,24.9803,24.4895,-6.90229,2,0,0,1,86.2297
138,2013-05-19,00:00:00.00,2.36695,0,0,13.7161,6.96606,20.4661,13.7161,-33333.3,-33333.3,1.15464,95.6729,0.5,0,40.0084,30.413,24.7758,26.1999,-6.6556,2,3.59426,3.59426,1,113.413
139,2013-05-20,00:00:00.00,2.38417,0,0,18.4661,10.4661,26.4661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,40.1204,29.8961,24.2927,28.8681,-6.21816,2,5.70744,5.70744,1,153.224
140,2013-05-21,00:00:00.00,2.40138,12.057,0,20.4661,12.9661,27.9661,20.4661,-33333.3,-33333.3,1.12585,95.7993,0.5,0,40.229,29.6851,24.0296,30.0535,-6.00513,2,5.70744,5.70744,1,170.397
141,2013-05-22,00:00:00.00,2.4186,32.9557,0,20.4661,14.9661,25.9661,20.4661,-33333.3,-33333.3,1.12585,95.7993,0.5,0,40.3341,29.7668,24.2277,30.0535,-6.00513,2,5.70744,5.70744,1,170.959
142,2013-05-23,00:00:00.00,2.43581,2.21045,0,19.9661,14.4661,25.4661,19.9661,-33333.3,-33333.3,1.12799,95.7902,0.5,0,40.4359,29.9224,24.5877,29.7536,-6.06004,2,5.70744,5.70744,1,167.315
143,2013-05-24,00:00:00.00,2.45302,2.8133,0,12.9661,8.46606,17.4661,12.9661,-33333.3,-33333.3,1.15784,95.6585,0.5,0,40.5341,30.9163,25.3374,25.7971,-6.7162,2,2.52411,2.52411,1,108.991
144,2013-05-25,00:00:00.00,2.47024,0.20095,0,4.96606,0.966056,8.96606,4.96606,-33333.3,-33333.3,1.19211,95.5001,0.5,0,40.629,31.7328,26.0123,21.7972,-7.22953,2,0,0,1,41.8691
145,2013-05-26,00:00:00.00,2.48745,0,0,7.46606,1.96606,12.9661,7.46606,-33333.3,-33333.3,1.18135,95.5505,0.5,0,40.7204,31.6053,25.9118,22.9902,-7.09434,2,0,0,1,63.1288
146,2013-05-27,00:00:00.00,2.50467,0,0,9.46606,3.46606,15.4661,9.46606,-33333.3,-33333.3,1.17278,95.5902,0.5,0,40.8083,31.4956,25.8218,23.9814,-6.97001,2,0,0,1,80.2629
147,2013-05-28,00:00:00.00,2.52188,3.01425,0,12.7161,4.96606,20.4661,12.7161,-33333.3,-33333.3,1.15891,95.6537,0.5,0,40.8928,31.2293,25.6036,25.6639,-6.73591,2,2.1674,2.1674,1,108.109
148,2013-05-29,00:00:00.00,2.5391,17.2817,0,12.9661,8.46606,17.4661,12.9661,-33333.3,-33333.3,1.15784,95.6585,0.5,0,40.9738,31.2658,25.6499,25.7971,-6.7162,2,2.52411,2.52411,1,110.52
149,2013-05-30,00:00:00.00,2.55631,1.2057,0,17.9661,12.4661,23.4661,17.9661,-33333.3,-33333.3,1.13653,95.7532,0.5,0,41.0513,30.6946,25.3437,28.5775,-6.26868,2,5.70744,5.70744,1,153.519
150,2013-05-31,00:00:00.00,2.57352,1.00475,0,22.2161,16.4661,27.9661,22.2161,-33333.3,-33333.3,1.11834,95.8312,0.5,0,41.1254,30.0937,24.7637,31.122,-5.80406,2,5.70744,5.70744,1,190.288
151,2013-06-01,00:00:00.00,2.59074,5.62659,0,22.7161,17.9661,27.4661,22.7161,-33333.3,-33333.3,1.11619,95.8402,0.5,0,41.196,30.0623,24.6503,31.4326,-5.74404,2,5.70744,5.70744,1,195.014
152,2013-06-02,00:00:00.00,2.60795,13.2627,0,19.9661,17.4661,22.4661,19.9661,-33333.3,-33333.3,1.12799,95.7902,0.5,0,41.263,30.5634,25.0597,29.7536,-6.06004,2,7.49898,7.49898,1,171.78
153,2013-06-03,00:00:00.00,2.62517,2.0095,0,18.2161,16.4661,19.9661,18.2161,-33333.3,-33333.3,1.13546,95.7578,0.5,0,41.3266,30.8734,25.3893,28.7225,-6.24356,2,4.16398,4.16398,1,157.049
154,2013-06-04,00:00:00.00,2.64238,0,0,9.71606,4.96606,14.4661,9.71606,-33333.3,-33333.3,1.17171,95.5952,0.5,0,41.3868,31.9346,26.2195,24.1076,-6.95343,2,0,0,1,83.9322
155,2013-06-05,00:00:00.00,2.65959,0,0,12.2161,5.46606,18.9661,12.2161,-33333.3,-33333.3,1.16104,95.644,0.5,0,41.4434,31.7215,26.0445,25.3991,-6.77458,2,0,0,1,105.726
156,2013-06-06,00:00:00.00,2.67681,0,0,13.7161,9.96606,17.4661,13.7161,-33333.3,-33333.3,1.15464,95.6729,0.5,0,41.4965,31.5931,25.9391,26.1999,-6.6556,2,0,0,1,118.919
157,2013-06-07,00:00:00.00,2.69402,5.22469,0,12.4661,10.9661,13.9661,12.4661,-33333.3,-33333.3,1.15997,95.6488,0.5,0,41.5461,31.7753,26.0887,25.5313,-6.75537,2,0,0,1,108.262
158,2013-06-08,00:00:00.00,2.71124,0.20095,0,12.2161,9.96606,14.4661,12.2161,-33333.3,-33333.3,1.16104,95.644,0.5,0,41.5922,31.8394,26.244,25.3991,-6.77458,2,0,0,1,106.258
159,2013-06-09,00:00:00.00,2.72845,0,0,15.7161,11.4661,19.9661,15.7161,-33333.3,-33333.3,1.14612,95.711,0.5,0,41.6348,31.4549,25.931,27.2985,-6.48287,2,0,0,1,136.902
160,2013-06-10,00:00:00.00,2.74567,4.82279,0,16.2161,8.96606,23.4661,16.2161,-33333.3,-33333.3,1.14399,95.7204,0.5,0,41.6739,31.42,25.9023,27.5788,-6.43711,2,0.352557,0.352557,1,141.451
161,2013-06-11,00:00:00.00,2.76288,17.4826,0,15.7161,13.4661,17.9661,15.7161,-33333.3,-33333.3,1.14612,95.711,0.5,0,41.7095,31.5134,26.0665,27.2985,-6.48287,2,0,0,1,137.263
162,2013-06-12,00:00:00.00,2.78009,0,0,18.4661,14.9661,21.9661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,41.7416,31.1592,25.9202,28.8681,-6.21816,2,4.64041,4.64041,1,161.469
163,2013-06-13,00:00:00.00,2.79731,2.21045,0,18.2161,13.4661,22.9661,18.2161,-33333.3,-33333.3,1.13546,95.7578,0.5,0,41.7702,31.2178,25.8793,28.7225,-6.24356,2,4.16398,4.16398,1,159.452
164,2013-06-14,00:00:00.00,2.81452,2.21045,0,17.7161,13.4661,21.9661,17.7161,-33333.3,-33333.3,1.1376,95.7485,0.5,0,41.7953,31.309,25.917,28.4331,-6.29354,2,3.21113,3.21113,1,155.225
165,2013-06-15,00:00:00.00,2.83174,0,0,17.4661,12.9661,21.9661,17.4661,-33333.3,-33333.3,1.13866,95.7438,0.5,0,41.8169,31.3611,25.9407,28.2893,-6.31813,2,2.7347,2.7347,1,153.166
166,2013-06-16,00:00:00.00,2.84895,5.02374,0,15.4661,8.46606,22.4661,15.4661,-33333.3,-33333.3,1.14719,95.7062,0.5,0,41.835,31.644,26.1212,27.1592,-6.50535,2,0,0,1,135.73
167,2013-06-17,00:00:00.00,2.86617,16.4779,0,17.2161,12.4661,21.9661,17.2161,-33333.3,-33333.3,1.13973,95.7392,0.5,0,41.8496,31.4216,26.0349,28.1461,-6.34246,2,2.25827,2.25827,1,151.188
168,2013-06-18,00:00:00.00,2.88338,0.401899,0,17.7161,12.4661,22.9661,17.7161,-33333.3,-33333.3,1.1376,95.7485,0.5,0,41.8607,31.36,26.0827,28.4331,-6.29354,2,3.21113,3.21113,1,155.665
169,2013-06-19,00:00:00.00,2.90059,0,0,15.4661,10.9661,19.9661,15.4661,-33333.3,-33333.3,1.14719,95.7062,0.5,0,41.8683,31.6703,26.2857,27.1592,-6.50535,2,0,0,1,135.957
170,2013-06-20,00:00:00.00,2.91781,0,0,13.9661,7.46606,20.4661,13.9661,-33333.3,-33333.3,1.15358,95.6777,0.5,0,41.8723,31.8599,26.4431,26.3353,-6.63489,2,0,0,1,122.815
171,2013-06-21,00:00:00.00,2.93502,0,0,16.2161,8.46606,23.9661,16.2161,-33333.3,-33333.3,1.14399,95.7204,0.5,0,41.8729,31.5761,26.2075,27.5788,-6.43711,2,0.352557,0.352557,1,142.637
172,2013-06-22,00:00:00.00,2.95224,0,0,18.9661,11.4661,26.4661,18.9661,-33333.3,-33333.3,1.13226,95.7717,0.5,0,41.87,31.1852,25.8763,29.1609,-6.16655,2,5.59327,5.59327,1,166.851
173,2013-06-23,00:00:00.00,2.96945,12.6598,0,20.4661,14.9661,25.9661,20.4661,-33333.3,-33333.3,1.12585,95.7993,0.5,0,41.8636,30.9482,25.5724,30.0535,-6.00513,2,7.62285,7.62285,1,180.057
174,2013-06-24,00:00:00.00,2.98666,0,0,23.4661,17.4661,29.4661,23.4661,-33333.3,-33333.3,1.11295,95.8537,0.5,0,41.8537,30.4312,25.1673,31.9032,-5.65183,2,7.62285,7.62285,1,206.44
175,2013-06-25,00:00:00.00,3.00388,12.2579,0,24.7161,19.9661,29.4661,24.7161,-33333.3,-33333.3,1.10755,95.8761,0.5,0,41.8404,30.1907,24.8258,32.6998,-5.49229,2,7.62285,7.62285,1,217.403
176,2013-06-26,00:00:00.00,3.02109,0.401899,0,22.4661,18.9661,25.9661,22.4661,-33333.3,-33333.3,1.11726,95.8357,0.5,0,41.8235,30.5853,25.2015,31.277,-5.77419,2,7.62285,7.62285,1,197.562
177,2013-06-27,00:00:00.00,3.03831,0,0,23.2161,17.9661,28.4661,23.2161,-33333.3,-33333.3,1.11403,95.8492,0.5,0,41.8032,30.4383,24.9442,31.7458,-5.68286,2,7.62285,7.62285,1,204.085
178,2013-06-28,00:00:00.00,3.05552,10.4494,0,21.4661,17.9661,24.9661,21.4661,-33333.3,-33333.3,1.12156,95.8176,0.5,0,41.7793,30.7217,25.0314,30.6605,-5.89193,2,7.62285,7.62285,1,188.616
179,2013-06-29,00:00:00.00,3.07274,11.2532,0,18.9661,16.9661,20.9661,18.9661,-33333.3,-33333.3,1.13226,95.7717,0.5,0,41.752,31.0954,25.3923,29.1609,-6.16655,2,5.59327,5.59327,1,166.556
180,2013-06-30,00:00:00.00,3.08995,0.401899,0,19.2161,14.9661,23.4661,19.2161,-33333.3,-33333.3,1.13119,95.7763,0.5,0,41.7213,31.0343,25.4513,29.3082,-6.14033,2,6.0697,6.0697,1,168.641
181,2013-07-01,00:00:00.00,3.10716,0,0,18.7161,13.9661,23.4661,18.7161,-33333.3,-33333.3,1.13333,95.7671,0.5,0,41.6871,31.0828,25.382,29.0142,-6.19249,2,5.11684,5.11684,1,164.128
182,2013-07-02,00:00:00.00,3.12438,0,0,17.7161,14.9661,20.4661,17.7161,-33333.3,-33333.3,1.1376,95.7485,0.5,0,41.6494,31.1984,25.3788,28.4331,-6.29354,2,0,0,1,155.225
183,2013-07-03,00:00:00.00,3.14159,0,0,18.7161,13.9661,23.4661,18.7161,-33333.3,-33333.3,1.13333,95.7671,0.5,0,41.6082,31.0223,25.2355,29.0142,-6.19249,2,0.479538,0.479538,1,163.829
184,2013-07-04,00:00:00.00,3.15881,32.1519,0,21.2161,14.9661,27.4661,21.2161,-33333.3,-33333.3,1.12263,95.813,0.5,0,41.5637,30.5994,24.8834,30.5078,-5.92065,2,5.58101,5.58101,1,185.515
185,2013-07-05,00:00:00.00,3.17602,2.0095,0,22.4661,18.4661,26.4661,22.4661,-33333.3,-33333.3,1.11726,95.8357,0.5,0,41.5156,30.3533,24.9263,31.277,-5.77419,2,8.13174,8.13174,1,196.217
186,2013-07-06,00:00:00.00,3.19324,15.6741,0,21.7161,19.4661,23.9661,21.7161,-33333.3,-33333.3,1.12049,95.8221,0.5,0,41.4641,30.4413,24.8832,30.8137,-5.86293,2,6.6013,6.6013,1,189.426
187,2013-07-07,00:00:00.00,3.21045,5.22469,0,22.4661,17.4661,27.4661,22.4661,-33333.3,-33333.3,1.11726,95.8357,0.5,0,41.4092,30.2728,24.862,31.277,-5.77419,2,8.13174,8.13174,1,195.701
188,2013-07-08,00:00:00.00,3.22766,7.83704,0,22.9661,19.9661,25.9661,22.9661,-33333.3,-33333.3,1.11511,95.8447,0.5,0,41.3509,30.1422,24.7005,31.5889,-5.71359,2,8.16235,8.16235,1,199.763
189,2013-07-09,00:00:00.00,3.24488,19.0902,0,22.9661,18.4661,27.4661,22.9661,-33333.3,-33333.3,1.11511,95.8447,0.5,0,41.2892,30.0955,24.6562,31.5889,-5.71359,2,8.16235,8.16235,1,199.45
190,2013-07-10,00:00:00.00,3.26209,2.61235,0,20.9661,17.4661,24.4661,20.9661,-33333.3,-33333.3,1.1237,95.8085,0.5,0,41.224,30.3813,24.9806,30.3558,-5.94909,2,5.07086,5.07086,1,181.777
191,2013-07-11,00:00:00.00,3.27931,0,0,23.9661,20.4661,27.4661,23.9661,-33333.3,-33333.3,1.1108,95.8627,0.5,0,41.1554,29.8169,24.4712,32.22,-5.5889,2,8.16235,8.16235,1,207.419
192,2013-07-12,00:00:00.00,3.29652,0,0,18.2161,12.9661,23.4661,18.2161,-33333.3,-33333.3,1.13546,95.7578,0.5,0,41.0834,30.6904,25.0329,28.7225,-6.24356,2,0,0,1,157.359
193,2013-07-13,00:00:00.00,3.31373,0,0,19.7161,13.4661,25.9661,19.7161,-33333.3,-33333.3,1.12906,95.7856,0.5,0,41.0081,30.4112,24.8052,29.6046,-6.08708,2,2.52013,2.52013,1,169.981
194,2013-07-14,00:00:00.00,3.33095,0,0,20.2161,13.4661,26.9661,20.2161,-33333.3,-33333.3,1.12692,95.7948,0.5,0,40.9293,30.2739,24.6478,29.9033,-6.03272,2,3.54042,3.54042,1,173.93
195,2013-07-15,00:00:00.00,3.34816,0,0,22.9661,16.4661,29.4661,22.9661,-33333.3,-33333.3,1.11511,95.8447,0.5,0,40.8472,29.7607,24.17,31.5889,-5.71359,2,8.16235,8.16235,1,197.161
196,2013-07-16,00:00:00.00,3.36538,0,0,25.2161,19.4661,30.9661,25.2161,-33333.3,-33333.3,1.10538,95.885,0.5,0,40.7617,29.2902,23.6604,33.0228,-5.42638,2,8.16235,8.16235,1,215.984
197,2013-07-17,00:00:00.00,3.38259,0,0,25.9661,19.9661,31.9661,25.9661,-33333.3,-33333.3,1.10212,95.8982,0.5,0,40.6728,29.0808,23.3829,33.512,-5.32527,2,8.16235,8.16235,1,221.879
198,2013-07-18,00:00:00.00,3.39981,0,0,27.2161,21.9661,32.4661,27.2161,-33333.3,-33333.3,1.09667,95.9202,0.5,0,40.5806,28.7659,23.038,34.3398,-5.15065,2,8.16235,8.16235,1,231.984
199,2013-07-19,00:00:00.00,3.41702,0,0,26.4661,21.4661,31.4661,26.4661,-33333.3,-33333.3,1.09995,95.9071,0.5,0,40.4851,28.8433,23.0213,33.8412,-5.25634,2,8.16235,8.16235,1,225.009
200,2013-07-20,00:00:00.00,3.43423,11.2532,0,27.7161,23.9661,31.4661,27.7161,-33333.3,-33333.3,1.09448,95.929,0.5,0,40.3862,28.5202,22.6969,34.6755,-5.07864,2,8.16235,8.16235,1,235.005
201,2013-07-21,00:00:00.00,3.45145,0,0,21.9661,17.9661,25.9661,21.9661,-33333.3,-33333.3,1.11941,95.8267,0.5,0,40.284,29.4995,23.6067,30.9675,-5.83364,2,7.11145,7.11145,1,185.732
202,2013-07-22,00:00:00.00,3.46866,0,0,18.4661,12.9661,23.9661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,40.1785,29.9523,23.9003,28.8681,-6.21816,2,0,0,1,155.688
203,2013-07-23,00:00:00.00,3.48588,0,0,18.7161,13.9661,23.4661,18.7161,-33333.3,-33333.3,1.13333,95.7671,0.5,0,40.0697,29.832,23.8043,29.0142,-6.19249,2,0.479538,0.479538,1,157.325
204,2013-07-24,00:00:00.00,3.50309,0,0,19.7161,14.4661,24.9661,19.7161,-33333.3,-33333.3,1.12906,95.7856,0.5,0,39.9576,29.5993,23.6146,29.6046,-6.08708,2,2.52013,2.52013,1,165.22
205,2013-07-25,00:00:00.00,3.52031,0,0,15.2161,10.9661,19.4661,15.2161,-33333.3,-33333.3,1.14825,95.7015,0.5,0,39.8423,30.1156,24.0052,27.0205,-6.52758,2,0,0,1,127.104
206,2013-07-26,00:00:00.00,3.53752,0,0,16.2161,9.96606,22.4661,16.2161,-33333.3,-33333.3,1.14399,95.7204,0.5,0,39.7236,29.8978,23.8315,27.5788,-6.43711,2,0,0,1,135.012
207,2013-07-27,00:00:00.00,3.55473,0,0,17.2161,11.4661,22.9661,17.2161,-33333.3,-33333.3,1.13973,95.7392,0.5,0,39.6018,29.6723,23.6518,28.1461,-6.34246,2,0,0,1,142.852
208,2013-07-28,00:00:00.00,3.57195,35.97,0,18.2161,14.9661,21.4661,18.2161,-33333.3,-33333.3,1.13546,95.7578,0.5,0,39.4767,29.4391,23.4658,28.7225,-6.24356,2,0,0,1,150.622
209,2013-07-29,00:00:00.00,3.58916,0,0,14.9661,11.4661,18.4661,14.9661,-33333.3,-33333.3,1.14932,95.6967,0.5,0,39.3484,29.7548,24.2593,26.8824,-6.54955,2,0,0,1,123.305
210,2013-07-30,00:00:00.00,3.60638,1.80855,0,14.2161,10.4661,17.9661,14.2161,-33333.3,-33333.3,1.15251,95.6825,0.5,0,39.2168,29.738,24.2455,26.4712,-6.61394,2,0,0,1,116.694
211,2013-07-31,00:00:00.00,3.62359,0,0,16.7161,10.9661,22.4661,16.7161,-33333.3,-33333.3,1.14186,95.7298,0.5,0,39.0821,29.3281,23.9441,27.8613,-6.39031,2,0,0,1,136.695
212,2013-08-01,00:00:00.00,3.6408,48.7303,0,17.2161,12.4661,21.9661,17.2161,-33333.3,-33333.3,1.13973,95.7392,0.5,0,38.9442,29.1547,23.8025,28.1461,-6.34246,2,0,0,1,140.235
213,2013-08-02,00:00:00.00,3.65802,0,0,18.7161,14.4661,22.9661,18.7161,-33333.3,-33333.3,1.13333,95.7671,0.5,0,38.8032,28.8418,23.8877,29.0142,-6.19249,2,1.70531,1.70531,1,151.845
214,2013-08-03,00:00:00.00,3.67523,4.21994,0,17.7161,11.9661,23.4661,17.7161,-33333.3,-33333.3,1.1376,95.7485,0.5,0,38.659,28.8641,23.8756,28.4331,-6.29354,2,0,0,1,143.144
215,2013-08-04,00:00:00.00,3.69245,0,0,17.7161,12.9661,22.4661,17.7161,-33333.3,-33333.3,1.1376,95.7485,0.5,0,38.5117,28.7479,23.8544,28.4331,-6.29354,2,0,0,1,142.543
216,2013-08-05,00:00:00.00,3.70966,0,0,16.2161,11.4661,20.9661,16.2161,-33333.3,-33333.3,1.14399,95.7204,0.5,0,38.3614,28.8204,23.9145,27.5788,-6.43711,2,0,0,1,129.914
217,2013-08-06,00:00:00.00,3.72688,0.401899,0,15.7161,9.96606,21.4661,15.7161,-33333.3,-33333.3,1.14612,95.711,0.5,0,38.2079,28.7592,23.8637,27.2985,-6.48287,2,0,0,1,125.355
218,2013-08-07,00:00:00.00,3.74409,3.61709,0,18.4661,12.9661,23.9661,18.4661,-33333.3,-33333.3,1.1344,95.7625,0.5,0,38.0514,28.2846,23.4769,28.8681,-6.21816,2,1.26939,1.26939,1,146.627
219,2013-08-08,00:00:00.00,3.7613,4.82279,0,20.4661,15.4661,25.4661,20.4661,-33333.3,-33333.3,1.12585,95.7993,0.5,0,37.8918,27.8775,23.1796,30.0535,-6.00513,2,4.75673,4.75673,1,161.76
220,2013-08-09,00:00:00.00,3.77852,0,0,20.7161,16.4661,24.9661,20.7161,-33333.3,-33333.3,1.12478,95.8039,0.5,0,37.7293,27.7135,23.0444,30.2044,-5.97725,2,5.19265,5.19265,1,162.967
221,2013-08-10,00:00:00.00,3.79573,0,0,19.2161,13.9661,24.4661,19.2161,-33333.3,-33333.3,1.13119,95.7763,0.5,0,37.5637,27.7976,23.0248,29.3082,-6.14033,2,2.57714,2.57714,1,150.442
222,2013-08-11,00:00:00.00,3.81295,0,0,16.2161,11.4661,20.9661,16.2161,-33333.3,-33333.3,1.14399,95.7204,0.5,0,37.3952,28.0518,23.1905,27.5788,-6.43711,2,0,0,1,126.333
223,2013-08-12,00:00:00.00,3.83016,0,0,15.9661,9.46606,22.4661,15.9661,-33333.3,-33333.3,1.14506,95.7157,0.5,0,37.2238,27.945,23.1022,27.4384,-6.46012,2,0,0,1,123.764
224,2013-08-13,00:00:00.00,3.84738,0.401899,0,16.9661,11.9661,21.9661,16.9661,-33333.3,-33333.3,1.1408,95.7345,0.5,0,37.0494,27.6846,22.8869,28.0034,-6.36652,2,0,0,1,130.845
225,2013-08-14,00:00:00.00,3.86459,0,0,15.2161,13.9661,16.4661,15.2161,-33333.3,-33333.3,1.14825,95.7015,0.5,0,36.8722,27.7511,22.9488,27.0205,-6.52758,2,0,0,1,116.739
226,2013-08-15,00:00:00.00,3.8818,0,0,14.7161,9.96606,19.4661,14.7161,-33333.3,-33333.3,1.15038,95.692,0.5,0,36.6921,27.663,22.8758,26.7448,-6.57127,2,0,0,1,112.305
227,2013-08-16,00:00:00.00,3.89902,0,0,14.7161,8.46606,20.9661,14.7161,-33333.3,-33333.3,1.15038,95.692,0.5,0,36.5092,27.516,22.7543,26.7448,-6.57127,2,0,0,1,111.699
