time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
149,2013-05-30,00:00:00.00,1.2057,0,6.39367e-15,108.286,0.479632,0,216.234,0,65.0715,10.2788,0.00851304,0,0,0,0,400.359,472.835,181.099,-0.479056
150,2013-05-31,00:00:00.00,1.00475,0,6.39371e-15,107.955,0.479124,0,221.824,0,60.4732,10.3006,0,0,0,0,0,401.032,473.839,181.431,-0.479056
151,2013-06-01,00:00:00.00,5.62659,0,6.39371e-15,107.719,0.479124,0,227.404,0,60.3974,10.4229,0,0,0,0,0,406.422,479.466,181.667,-0.479056
152,2013-06-02,00:00:00.00,13.2627,0,6.40516e-15,107.571,0.571007,0,234.736,0,64.3152,10.7112,1.54092,0,0,0,0,419.446,492.729,181.906,-0.479056
153,2013-06-03,00:00:00.00,2.0095,0,6.4166e-15,107.505,0.479124,0,240.349,0,62.2092,10.7549,0,0,0,0,0,421.297,494.738,182.065,-0.479056
154,2013-06-04,00:00:00.00,0,0,6.4166e-15,107.448,0.479124,0,240.349,0,62.2092,10.7549,0,0,0,0,0,421.24,494.738,182.122,-0.479056
155,2013-06-05,00:00:00.00,0,0,6.4166e-15,107.405,0.479124,0,240.349,0,62.2092,10.7549,0,0,0,0,0,421.197,494.738,182.165,-0.479056
156,2013-06-06,00:00:00.00,0,0,6.4166e-15,107.373,0.479124,0,240.349,0,62.2092,10.7549,0,0,0,0,0,421.165,494.738,182.197,-0.479056
157,2013-06-07,00:00:00.00,5.22469,0,6.4166e-15,107.349,0.479124,0,240.482,0,67.1871,10.8685,0,0,0,0,0,426.366,499.963,182.221,-0.479056
158,2013-06-08,00:00:00.00,0.20095,0,6.4166e-15,107.331,0.479124,0,240.487,0,67.3785,10.8729,0,0,0,0,0,426.549,500.164,182.239,-0.479056
159,2013-06-09,00:00:00.00,0,0,6.4166e-15,107.318,0.479124,0,240.487,0,67.3785,10.8729,0,0,0,0,0,426.535,500.164,182.252,-0.479056
160,2013-06-10,00:00:00.00,4.82279,0,6.4166e-15,107.3,0.479124,0,240.886,0,71.6969,10.9777,0,0,0,0,0,431.34,504.987,182.269,-0.479056
161,2013-06-11,00:00:00.00,17.4826,0,6.48237e-15,107.725,0.978241,0,241.332,0,78.985,11.3578,8.37043,0,0,0,0,448.748,522.469,182.344,-0.479056
162,2013-06-12,00:00:00.00,0,0,6.64054e-15,108.073,0.683313,0,250.408,0,74.4473,11.3578,3.42435,0,0,0,0,448.394,522.469,182.699,-0.479056
163,2013-06-13,00:00:00.00,2.21045,0,6.57952e-15,107.871,0.479124,0,257.904,0,72.5379,11.4058,0,0,0,0,0,450.197,524.68,183.106,-0.479056
164,2013-06-14,00:00:00.00,2.21045,0,6.57952e-15,107.593,0.479124,0,261.044,0,71.5602,11.4539,0,0,0,0,0,452.13,526.89,183.384,-0.479056
165,2013-06-15,00:00:00.00,0,0,6.57952e-15,107.416,0.479124,0,263.718,0,68.8861,11.4539,0,0,0,0,0,451.953,526.89,183.561,-0.479056
166,2013-06-16,00:00:00.00,5.02374,0,6.57952e-15,107.339,0.479124,0,263.846,0,73.6725,11.5631,0,0,0,0,0,456.9,531.914,183.637,-0.479056
167,2013-06-17,00:00:00.00,16.4779,0,6.61602e-15,107.625,0.943332,0,266.086,0,78.8389,11.9213,7.78498,0,0,0,0,473.2,548.392,183.815,-0.479056
168,2013-06-18,00:00:00.00,0.401899,0,6.53907e-15,107.966,0.726583,0,272.366,0,76.092,11.93,4.15001,0,0,0,0,473.231,548.794,184.186,-0.479056
169,2013-06-19,00:00:00.00,0,0,6.71294e-15,108.017,0.700217,0,272.366,0,76.092,11.93,3.70783,0,0,0,0,472.813,548.794,184.604,-0.479056
170,2013-06-20,00:00:00.00,0,0,6.63548e-15,108.013,0.676659,0,272.366,0,76.092,11.93,3.31276,0,0,0,0,472.391,548.794,185.026,-0.479056
171,2013-06-21,00:00:00.00,0,0,6.58627e-15,107.965,0.637245,0,273.056,0,75.7473,11.93,2.65176,0,0,0,0,471.987,548.794,185.431,-0.479056
172,2013-06-22,00:00:00.00,0,0,6.579e-15,107.685,0.479124,0,281.177,0,70.2778,11.93,0,0,0,0,0,471.549,548.794,185.868,-0.479056
173,2013-06-23,00:00:00.00,12.6598,0,6.56544e-15,107.487,0.675044,0,288.631,0,71.5308,12.2052,3.28568,0,0,0,0,483.814,561.453,186.262,-0.479056
174,2013-06-24,00:00:00.00,0,0,6.55189e-15,107.327,0.479124,0,299.371,0,64.0766,12.2052,0,0,0,0,0,483.459,561.453,186.618,-0.479056
175,2013-06-25,00:00:00.00,12.2579,0,6.53591e-15,107.112,0.576326,0,306.825,0,66.7894,12.4717,1.63012,0,0,0,0,495.404,573.711,186.93,-0.479056
176,2013-06-26,00:00:00.00,0.401899,0,6.51993e-15,106.937,0.479124,0,315.909,0,59.7285,12.4804,0,0,0,0,0,495.534,574.113,187.202,-0.479056
177,2013-06-27,00:00:00.00,0,0,6.51993e-15,106.696,0.479124,0,323.362,0,52.2759,12.4804,0,0,0,0,0,495.293,574.113,187.443,-0.479056
178,2013-06-28,00:00:00.00,10.4494,0,6.51993e-15,106.488,0.479124,0,330.739,0,55.1206,12.7076,0,0,0,0,0,505.534,584.563,187.652,-0.479056
179,2013-06-29,00:00:00.00,11.2532,0,6.51993e-15,106.346,0.479124,0,336.207,0,60.6614,12.9522,0,0,0,0,0,516.646,595.816,187.793,-0.479056
180,2013-06-30,00:00:00.00,0.401899,0,6.51993e-15,106.207,0.479124,0,342.142,0,55.1197,12.9609,0,0,0,0,0,516.909,596.218,187.932,-0.479056
181,2013-07-01,00:00:00.00,0,0,6.51993e-15,106.094,0.479124,0,347.091,0,50.1706,12.9609,0,0,0,0,0,516.796,596.218,188.045,-0.479056
182,2013-07-02,00:00:00.00,0,0,6.51993e-15,106.094,0.479124,0,347.091,0,50.1706,12.9609,0,0,0,0,0,516.796,596.218,188.045,-0.479056
183,2013-07-03,00:00:00.00,0,0,6.51993e-15,106.083,0.479124,0,347.516,0,49.7451,12.9609,0,0,0,0,0,516.785,596.218,188.056,-0.479056
184,2013-07-04,00:00:00.00,32.1519,0,6.76371e-15,106.58,1.18523,0,352.972,0,62.4888,13.6599,11.8418,0,0,0,0,548.728,628.37,188.265,-0.479056
185,2013-07-05,00:00:00.00,2.0095,0,6.9358e-15,106.992,0.686365,0,368.874,0,56.5038,13.7036,3.47552,0,0,0,0,550.236,630.379,188.767,-0.479056
186,2013-07-06,00:00:00.00,15.6741,0,6.86912e-15,106.774,0.624994,0,378.803,0,62.646,14.0443,2.44631,0,0,0,0,565.339,646.053,189.338,-0.479056
187,2013-07-07,00:00:00.00,5.22469,0,6.87707e-15,106.431,0.479124,0,389.2,0,59.806,14.1579,0,0,0,0,0,570.075,651.278,189.826,-0.479056
188,2013-07-08,00:00:00.00,7.83704,0,6.87707e-15,106.075,0.479124,0,397.18,0,59.4926,14.3282,0,0,0,0,0,577.555,659.115,190.183,-0.479056
189,2013-07-09,00:00:00.00,19.0902,0,6.87078e-15,106.068,0.793972,0,405.161,0,64.2775,14.7432,5.28014,0,0,0,0,596.324,678.205,190.504,-0.479056
190,2013-07-10,00:00:00.00,2.61235,0,6.86506e-15,106.099,0.498017,0,415.045,0,61.8746,14.8,0.316839,0,0,0,0,598.633,680.818,190.808,-0.479056
191,2013-07-11,00:00:00.00,0,0,6.86509e-15,105.776,0.479124,0,423.342,0,53.8941,14.8,0,0,0,0,0,598.291,680.818,191.15,-0.479056
192,2013-07-12,00:00:00.00,0,0,6.86509e-15,105.682,0.479124,0,423.342,0,53.8941,14.8,0,0,0,0,0,598.198,680.818,191.243,-0.479056
193,2013-07-13,00:00:00.00,0,0,6.86509e-15,105.56,0.479124,0,425.726,0,51.5105,14.8,0,0,0,0,0,598.076,680.818,191.365,-0.479056
194,2013-07-14,00:00:00.00,0,0,6.86509e-15,105.438,0.479124,0,428.947,0,48.289,14.8,0,0,0,0,0,597.953,680.818,191.488,-0.479056
195,2013-07-15,00:00:00.00,0,0,6.86509e-15,105.235,0.479124,0,435.918,0,41.3184,14.8,0,0,0,0,0,597.75,680.818,191.691,-0.479056
196,2013-07-16,00:00:00.00,0,0,6.86509e-15,105.049,0.479124,0,441.882,0,35.3541,14.8,0,0,0,0,0,597.565,680.818,191.876,-0.479056
197,2013-07-17,00:00:00.00,0,0,6.86509e-15,104.868,0.479124,0,446.986,0,30.2508,14.8,0,0,0,0,0,597.384,680.818,192.057,-0.479056
198,2013-07-18,00:00:00.00,0,0,6.86509e-15,104.688,0.479124,0,451.352,0,25.8841,14.8,0,0,0,0,0,597.203,680.818,192.238,-0.479056
199,2013-07-19,00:00:00.00,0,0,6.86509e-15,104.507,0.479124,0,455.089,0,22.1479,14.8,0,0,0,0,0,597.023,680.818,192.418,-0.479056
200,2013-07-20,00:00:00.00,11.2532,0,6.86509e-15,104.326,0.479124,0,459.248,0,28.9972,15.0447,0,0,0,0,0,608.095,692.071,192.599,-0.479056
201,2013-07-21,00:00:00.00,0,0,6.86509e-15,104.169,0.479124,0,462.895,0,25.3503,15.0447,0,0,0,0,0,607.938,692.071,192.756,-0.479056
202,2013-07-22,00:00:00.00,0,0,6.86509e-15,104.169,0.479124,0,462.895,0,25.3503,15.0447,0,0,0,0,0,607.938,692.071,192.756,-0.479056
203,2013-07-23,00:00:00.00,0,0,6.86509e-15,104.158,0.479124,0,463.11,0,25.1354,15.0447,0,0,0,0,0,607.927,692.071,192.767,-0.479056
204,2013-07-24,00:00:00.00,0,0,6.86509e-15,104.103,0.479124,0,464.23,0,24.0151,15.0447,0,0,0,0,0,607.871,692.071,192.823,-0.479056
205,2013-07-25,00:00:00.00,0,0,6.86509e-15,104.103,0.479124,0,464.23,0,24.0151,15.0447,0,0,0,0,0,607.871,692.071,192.823,-0.479056
206,2013-07-26,00:00:00.00,0,0,6.86509e-15,104.103,0.479124,0,464.23,0,24.0151,15.0447,0,0,0,0,0,607.871,692.071,192.823,-0.479056
207,2013-07-27,00:00:00.00,0,0,6.86509e-15,104.103,0.479124,0,464.23,0,24.0151,15.0447,0,0,0,0,0,607.871,692.071,192.823,-0.479056
208,2013-07-28,00:00:00.00,35.97,0,6.8743e-15,104.43,0.806164,0,464.736,-3.75031e-17,52.5587,15.8266,5.48461,0,0,0,0,643.841,728.041,192.823,-0.479056
209,2013-07-29,00:00:00.00,0,0,6.99139e-15,104.965,0.771318,0,464.736,0,52.5587,15.8266,4.90022,0,0,0,0,643.758,728.041,192.906,-0.479056
210,2013-07-30,00:00:00.00,1.80855,0,6.97982e-15,105.273,0.740184,0,464.782,0,54.2818,15.8659,4.3781,0,0,0,0,645.321,729.849,193.152,-0.479056
211,2013-07-31,00:00:00.00,0,0,6.93295e-15,105.404,0.712368,0,464.782,0,54.2818,15.8659,3.91161,0,0,0,0,644.958,729.849,193.515,-0.479056
212,2013-08-01,00:00:00.00,48.7303,0,6.81568e-15,106.527,2.20793,0,465.288,0,72.9081,16.9252,28.9929,0,0,0,0,692.848,778.58,194.355,-0.479056
213,2013-08-02,00:00:00.00,0,0,7.40047e-15,107.761,1.93489,0,468.623,0,71.2405,16.9252,24.4138,0,0,0,0,690.898,778.58,196.305,-0.479056
214,2013-08-03,00:00:00.00,4.21994,0,7.82122e-15,107.935,1.77978,0,468.73,0,75.2611,17.017,21.8125,0,0,0,0,692.536,782.799,198.887,-0.479056
215,2013-08-04,00:00:00.00,0,0,7.6329e-15,107.882,1.64119,0,468.73,0,75.2611,17.017,19.4884,0,0,0,0,690.02,782.799,201.403,-0.479056
216,2013-08-05,00:00:00.00,0,0,7.32804e-15,107.784,1.51737,0,468.73,0,75.2611,17.017,17.4119,0,0,0,0,687.722,782.799,203.701,-0.479056
217,2013-08-06,00:00:00.00,0.401899,0,6.86504e-15,107.681,1.40675,0,468.74,0,75.644,17.0257,15.5567,0,0,0,0,686.054,783.201,205.77,-0.479056
218,2013-08-07,00:00:00.00,3.61709,0,6.98763e-15,107.51,1.24178,0,471.223,0,77.9412,17.1043,12.7901,0,0,0,0,687.811,786.818,207.631,-0.479056
219,2013-08-08,00:00:00.00,4.82279,0,7.02282e-15,107.1,0.91271,0,480.526,0,78.0077,17.2092,7.27144,0,0,0,0,691.027,791.641,209.238,-0.479056
220,2013-08-09,00:00:00.00,0,0,7.1546e-15,106.495,0.595995,0,490.681,0,72.93,17.2092,1.95998,0,0,0,0,689.872,791.641,210.393,-0.479056
221,2013-08-10,00:00:00.00,0,0,7.1791e-15,105.961,0.479457,0,495.155,0,70.4099,17.2092,0.00558903,0,0,0,0,689.22,791.641,211.045,-0.479056
222,2013-08-11,00:00:00.00,0,0,7.17917e-15,105.651,0.479422,0,495.155,0,70.4099,17.2092,0.00499351,0,0,0,0,688.909,791.641,211.355,-0.479056
223,2013-08-12,00:00:00.00,0,0,7.1791e-15,105.48,0.47939,0,495.155,0,70.4099,17.2092,0.00446145,0,0,0,0,688.738,791.641,211.527,-0.479056
224,2013-08-13,00:00:00.00,0.401899,0,7.17903e-15,105.375,0.479362,0,495.165,0,70.7928,17.2179,0.00398608,0,0,0,0,689.034,792.043,211.632,-0.479056
225,2013-08-14,00:00:00.00,0,0,7.17895e-15,105.3,0.479336,0,495.165,0,70.7928,17.2179,0.00356136,0,0,0,0,688.96,792.043,211.707,-0.479056
226,2013-08-15,00:00:00.00,0,0,7.17888e-15,105.245,0.479314,0,495.165,0,70.7928,17.2179,0.0031819,0,0,0,0,688.904,792.043,211.763,-0.479056
227,2013-08-16,00:00:00.00,0,0,7.17881e-15,105.203,0.479293,0,495.165,0,70.7928,17.2179,0.00284287,0,0,0,0,688.862,792.043,211.805,-0.479056
228,2013-08-17,00:00:00.00,0,0,7.17881e-15,105.172,0.479275,0,495.165,0,70.7928,17.2179,0.00253996,0,0,0,0,688.83,792.043,211.837,-0.479056
229,2013-08-18,00:00:00.00,0,0,7.17881e-15,105.131,0.479154,0,495.982,0,69.9778,17.2179,0.000505343,0,0,0,0,688.789,792.043,211.878,-0.479056
230,2013-08-19,00:00:00.00,0,0,7.1788e-15,105.06,0.479124,0,498.503,0,67.4579,17.2179,0,0,0,0,0,688.718,792.043,211.949,-0.479056
231,2013-08-20,00:00:00.00,0,0,7.1788e-15,104.988,0.479124,0,501.449,0,64.5121,17.2179,0,0,0,0,0,688.646,792.043,212.021,-0.479056
232,2013-08-21,00:00:00.00,0,0,7.1788e-15,104.872,0.479124,0,506.525,0,59.4359,17.2179,0,0,0,0,0,688.53,792.043,212.137,-0.479056
233,2013-08-22,00:00:00.00,0,0,7.1788e-15,104.719,0.479124,0,513.304,0,52.6566,17.2179,0,0,0,0,0,688.376,792.043,212.29,-0.479056
234,2013-08-23,00:00:00.00,0,0,7.1788e-15,104.564,0.479124,0,519.799,0,46.1614,17.2179,0,0,0,0,0,688.222,792.043,212.445,-0.479056
235,2013-08-24,00:00:00.00,0,0,7.1788e-15,104.564,0.479124,0,519.799,0,46.1614,17.2179,0,0,0,0,0,688.222,792.043,212.445,-0.479056
236,2013-08-25,00:00:00.00,0,0,7.1788e-15,104.564,0.479124,0,519.799,0,46.1614,17.2179,0,0,0,0,0,688.222,792.043,212.445,-0.479056
237,2013-08-26,00:00:00.00,3.61709,0,7.1788e-15,104.536,0.479124,0,520.876,0,48.6235,17.2966,0,0,0,0,0,691.811,795.66,212.473,-0.479056
238,2013-08-27,00:00:00.00,6.22944,0,7.1788e-15,104.383,0.479124,0,527.08,0,48.5136,17.432,0,0,0,0,0,697.887,801.89,212.626,-0.479056
239,2013-08-28,00:00:00.00,4.01899,0,7.1788e-15,104.228,0.479124,0,533.221,0,46.3044,17.5193,0,0,0,0,0,701.752,805.909,212.781,-0.479056
240,2013-08-29,00:00:00.00,0,0,7.1788e-15,104.074,0.479124,0,538.932,0,40.5928,17.5193,0,0,0,0,0,701.597,805.909,212.935,-0.479056
241,2013-08-30,00:00:00.00,0,0,7.1788e-15,103.92,0.479124,0,543.939,0,35.5857,17.5193,0,0,0,0,0,701.443,805.909,213.089,-0.479056
242,2013-08-31,00:00:00.00,7.83704,0,7.1788e-15,103.765,0.479124,0,548.766,0,38.4252,17.6897,0,0,0,0,0,709.126,813.746,213.244,-0.479056
243,2013-09-01,00:00:00.00,0.401899,0,7.1788e-15,103.611,0.479124,0,553.527,0,34.0574,17.6984,0,0,0,0,0,709.373,814.148,213.398,-0.479056
244,2013-09-02,00:00:00.00,14.6693,0,7.1788e-15,103.505,0.479124,0,557.004,0,44.9311,18.0173,0,0,0,0,0,723.937,828.817,213.504,-0.479056
245,2013-09-03,00:00:00.00,1.00475,0,7.1788e-15,103.4,0.479124,0,560.823,0,42.0947,18.0392,0,0,0,0,0,724.836,829.822,213.609,-0.479056
246,2013-09-04,00:00:00.00,0,0,7.1788e-15,103.36,0.479124,0,562.158,0,40.7596,18.0392,0,0,0,0,0,724.796,829.822,213.649,-0.479056
247,2013-09-05,00:00:00.00,0,0,7.1788e-15,103.287,0.479124,0,564.525,0,38.3933,18.0392,0,0,0,0,0,724.724,829.822,213.721,-0.479056
248,2013-09-06,00:00:00.00,0,0,7.1788e-15,103.287,0.479124,0,564.525,0,38.3933,18.0392,0,0,0,0,0,724.724,829.822,213.721,-0.479056
249,2013-09-07,00:00:00.00,0,0,7.1788e-15,103.287,0.479124,0,564.525,0,38.3933,18.0392,0,0,0,0,0,724.724,829.822,213.721,-0.479056
250,2013-09-08,00:00:00.00,0,0,7.1788e-15,103.287,0.479124,0,564.525,0,38.3933,18.0392,0,0,0,0,0,724.724,829.822,213.721,-0.479056
251,2013-09-09,00:00:00.00,0,0,7.1788e-15,103.261,0.479124,0,565.338,0,37.5802,18.0392,0,0,0,0,0,724.697,829.822,213.748,-0.479056
252,2013-09-10,00:00:00.00,0.20095,0,7.1788e-15,103.254,0.479124,0,565.542,0,37.5727,18.0435,0,0,0,0,0,724.891,830.023,213.755,-0.479056
253,2013-09-11,00:00:00.00,0,0,7.1788e-15,103.149,0.479124,0,568.709,0,34.4057,18.0435,0,0,0,0,0,724.786,830.023,213.86,-0.479056
254,2013-09-12,00:00:00.00,12.2579,0,7.1788e-15,103.043,0.479124,0,572.116,0,42.9898,18.31,0,0,0,0,0,736.938,842.281,213.966,-0.479056
255,2013-09-13,00:00:00.00,0,0,7.1788e-15,102.938,0.479124,0,575.74,0,39.366,18.31,0,0,0,0,0,736.833,842.281,214.071,-0.479056
256,2013-09-14,00:00:00.00,0,0,7.1788e-15,102.938,0.479124,0,575.74,0,39.366,18.31,0,0,0,0,0,736.833,842.281,214.071,-0.479056
257,2013-09-15,00:00:00.00,0,0,7.1788e-15,102.938,0.479124,0,575.74,0,39.366,18.31,0,0,0,0,0,736.833,842.281,214.071,-0.479056
258,2013-09-16,00:00:00.00,1.00475,0,7.1788e-15,102.938,0.479124,0,575.766,0,40.3233,18.3319,0,0,0,0,0,737.838,843.285,214.071,-0.479056
259,2013-09-17,00:00:00.00,0,0,7.1788e-15,102.938,0.479124,0,575.766,0,40.3233,18.3319,0,0,0,0,0,737.838,843.285,214.071,-0.479056
260,2013-09-18,00:00:00.00,0,0,7.1788e-15,102.938,0.479124,0,575.766,0,40.3233,18.3319,0,0,0,0,0,737.838,843.285,214.071,-0.479056
261,2013-09-19,00:00:00.00,0,0,7.1788e-15,102.938,0.479124,0,575.766,0,40.3233,18.3319,0,0,0,0,0,737.838,843.285,214.071,-0.479056
262,2013-09-20,00:00:00.00,0,0,7.1788e-15,102.898,0.479124,0,577.045,0,39.0445,18.3319,0,0,0,0,0,737.798,843.285,214.111,-0.479056
263,2013-09-21,00:00:00.00,52.8498,0,7.22341e-15,103.976,1.72544,0,581.703,0,62.6935,19.4807,20.9012,0,0,0,0,790.48,896.135,214.279,-0.479056
264,2013-09-22,00:00:00.00,20.4969,0,7.34367e-15,105.955,2.09006,0,582.208,0,72.9022,19.9263,27.0161,0,0,0,0,810.098,916.632,215.157,-0.479056
265,2013-09-23,00:00:00.00,0,0,6.38785e-15,106.897,1.91841,0,582.208,0,72.9022,19.9263,24.1375,0,0,0,0,807.99,916.632,217.266,-0.479056
266,2013-09-24,00:00:00.00,0,0,6.09994e-15,107.028,1.76506,0,582.208,0,72.9022,19.9263,21.5657,0,0,0,0,805.395,916.632,219.86,-0.479056
267,2013-09-25,00:00:00.00,0,0,6.07912e-15,106.964,1.62804,0,582.208,0,72.9022,19.9263,19.2678,0,0,0,0,802.897,916.632,222.359,-0.479056
268,2013-09-26,00:00:00.00,0,0,5.57091e-15,106.863,1.50562,0,582.208,0,72.9022,19.9263,17.2148,0,0,0,0,800.621,916.632,224.635,-0.479056
269,2013-09-27,00:00:00.00,0,0,5.23094e-15,106.71,1.34938,0,583.968,0,72.0225,19.9263,14.5946,0,0,0,0,798.571,916.632,226.684,-0.479056
270,2013-09-28,00:00:00.00,0,0,4.76265e-15,106.572,1.25634,0,583.979,0,72.0167,19.9263,13.0344,0,0,0,0,796.786,916.632,228.47,-0.479056
271,2013-09-29,00:00:00.00,0,0,4.74343e-15,106.432,1.14218,0,585.156,0,71.4283,19.9263,11.1198,0,0,0,0,795.205,916.632,230.05,-0.479056
272,2013-09-30,00:00:00.00,0.602849,0,4.61878e-15,106.246,1.00915,0,587.498,0,70.847,19.9394,8.88876,0,0,0,0,794.429,917.235,231.43,-0.479056
273,2013-10-01,00:00:00.00,1.80855,0,4.64685e-15,105.88,0.750619,0,595.084,0,68.8236,19.9787,4.5531,0,0,0,0,795.07,919.043,232.597,-0.479056
274,2013-10-02,00:00:00.00,0,0,4.64374e-15,105.463,0.598956,0,599.691,0,66.5198,19.9787,2.00964,0,0,0,0,794.262,919.043,233.405,-0.479056
275,2013-10-03,00:00:00.00,0,0,4.61728e-15,105.07,0.480325,0,603.982,0,64.2161,19.9787,0.0201485,0,0,0,0,793.747,919.043,233.92,-0.479056
276,2013-10-04,00:00:00.00,7.03324,0,4.61722e-15,104.761,0.479124,0,606.306,0,68.793,20.1316,0,0,0,0,0,800.47,926.077,234.23,-0.479056
277,2013-10-05,00:00:00.00,1.40665,0,4.61722e-15,104.568,0.479124,0,608.609,0,67.8653,20.1622,0,0,0,0,0,801.684,927.483,234.422,-0.479056
278,2013-10-06,00:00:00.00,3.01425,0,4.61722e-15,104.431,0.479124,0,610.913,0,68.5102,20.2277,0,0,0,0,0,804.561,930.498,234.56,-0.479056
279,2013-10-07,00:00:00.00,43.6061,0,4.49743e-15,105.568,2.08064,0,613.312,0,78.7081,21.1757,26.8582,0,0,0,0,847.703,974.104,235.024,-0.479056
280,2013-10-08,00:00:00.00,4.62184,0,4.5078e-15,107.008,1.80067,0,617.416,0,81.1773,21.2761,22.163,0,0,0,0,850.842,978.725,236.507,-0.479056
281,2013-10-09,00:00:00.00,0,0,4.6906e-15,107.202,1.57355,0,620.657,0,79.5572,21.2761,18.354,0,0,0,0,848.62,978.725,238.729,-0.479056
282,2013-10-10,00:00:00.00,0,0,4.35679e-15,106.999,1.3342,0,625.264,0,77.2534,21.2761,14.34,0,0,0,0,846.468,978.725,240.881,-0.479056
283,2013-10-11,00:00:00.00,0,0,3.98534e-15,106.685,1.12036,0,629.872,0,74.9496,21.2761,10.7538,0,0,0,0,844.657,978.725,242.692,-0.479056
284,2013-10-12,00:00:00.00,0,0,4.15172e-15,106.34,0.929297,0,634.48,0,72.6458,21.2761,7.54962,0,0,0,0,843.221,978.725,244.128,-0.479056
285,2013-10-13,00:00:00.00,5.02374,0,4.12682e-15,105.982,0.758596,0,639.087,0,75.2565,21.3853,4.68688,0,0,0,0,847.156,983.749,245.217,-0.479056
286,2013-10-14,00:00:00.00,0.803799,0,4.11224e-15,105.61,0.606083,0,643.695,0,73.739,21.4028,2.12916,0,0,0,0,847.181,984.553,245.995,-0.479056
287,2013-10-15,00:00:00.00,0,0,4.11611e-15,105.247,0.495136,0,647.431,0,71.8309,21.4028,0.268538,0,0,0,0,846.676,984.553,246.5,-0.479056
288,2013-10-16,00:00:00.00,8.84179,0,4.10513e-15,105.037,0.581225,0,649.464,0,76.7999,21.595,1.71229,0,0,0,0,855.19,993.395,246.828,-0.479056
289,2013-10-17,00:00:00.00,0.803799,0,4.10987e-15,104.886,0.479124,0,653.48,0,75.2824,21.6125,0,0,0,0,0,855.74,994.199,247.081,-0.479056
290,2013-10-18,00:00:00.00,14.2674,0,4.08981e-15,105.015,0.865498,0,655.676,0,79.7912,21.9227,6.47967,0,0,0,0,869.751,1008.47,247.339,-0.479056
291,2013-10-19,00:00:00.00,0,0,4.08537e-15,105.353,0.791713,0,656.901,0,79.1789,21.9227,5.24226,0,0,0,0,869.39,1008.47,247.7,-0.479056
292,2013-10-20,00:00:00.00,10.0475,0,3.94018e-15,105.658,1.01986,0,657.157,0,83.8442,22.1411,9.06842,0,0,0,0,878.888,1018.51,248.249,-0.479056
293,2013-10-21,00:00:00.00,3.41614,0,3.74472e-15,105.941,0.967647,0,657.244,0,86.9976,22.2153,8.19276,0,0,0,0,881.558,1021.93,248.995,-0.479056
294,2013-10-22,00:00:00.00,7.23419,0,3.76418e-15,106.162,1.13567,0,657.472,0,89.7159,22.3726,11.0107,0,0,0,0,887.868,1029.16,249.919,-0.479056
295,2013-10-23,00:00:00.00,0.602849,0,3.37158e-15,106.344,1.06572,0,657.487,0,90.2903,22.3857,9.83747,0,0,0,0,887.41,1029.77,250.98,-0.479056
296,2013-10-24,00:00:00.00,0,0.803799,3.46083e-15,106.353,1.00322,0,657.514,0,91.0495,22.4032,8.78928,0,0,0,0,887.112,1030.57,252.081,-0.479056
297,2013-10-25,00:00:00.00,1.2057,0,3.73296e-15,106.303,0.947375,0,657.545,0,92.1983,22.4294,7.85278,0,0,0,0,887.276,1031.78,253.124,-0.479056
298,2013-10-26,00:00:00.00,1.80855,3.01425,3.72444e-15,106.351,1.05967,0,657.693,0,93.7242,22.5342,9.73596,0,0,0,0,891.098,1036.6,254.125,-0.479056
299,2013-10-27,00:00:00.00,3.41614,5.02374,3.58741e-15,106.67,1.34302,0,657.949,0,95.0168,22.7177,14.4879,0.00764054,0.219954,0,0,898.412,1045.04,255.251,-0.479056
300,2013-10-28,00:00:00.00,0.602849,0,4.11907e-15,106.955,1.26062,0,657.964,0,95.6376,22.7308,13.1061,0,0,0,0,897.655,1045.64,256.61,-0.479056
301,2013-10-29,00:00:00.00,0,0,4.33639e-15,106.983,1.17735,0,657.964,0,95.6376,22.7308,11.7096,0,0,0,0,896.203,1045.64,258.062,-0.479056
302,2013-10-30,00:00:00.00,0.332812,0.069087,4.30475e-15,106.927,1.10296,0,657.975,0,96.0199,22.7395,10.4619,0,0,0,0,895.226,1046.04,259.441,-0.479056
303,2013-10-31,00:00:00.00,13.6646,0,4.18201e-15,107.286,1.68381,0,658.324,0,96.8885,23.0366,20.2032,0,0,0,0,907.422,1059.71,260.91,-0.479056
304,2013-11-01,00:00:00.00,0,0,3.91752e-15,107.714,1.52284,0,659.548,0,96.2762,23.0366,17.5035,0,0,0,0,905.601,1059.71,262.73,-0.479056
305,2013-11-02,00:00:00.00,0,0,3.80477e-15,107.688,1.36876,0,661.157,0,95.4716,23.0366,14.9196,0,0,0,0,903.642,1059.71,264.69,-0.479054
306,2013-11-03,00:00:00.00,1.40665,0,3.77756e-15,107.553,1.25251,0,662.767,0,95.6412,23.0672,12.9701,0,0,0,0,903.251,1061.11,266.487,-0.479054
